posstcode sector,All residents,WhiteTot,White%,MixedTot,Mixed%,Asian/Asian British,Asian/Asian British%,Black/African/Carribean/Black British,Black/African/Carribean/Black British%
BA6  9,6433,6287.0,97.7,86.0,1.3,51.0,0.8,5.0,0.1
BA7  7,3514,3455.0,98.3,23.0,0.7,17.0,0.5,11.0,0.3
BA8  0,4153,4099.0,98.7,28.0,0.7,16.0,0.4,5.0,0.1
BA9  8,1484,1464.0,98.7,9.0,0.6,5.0,0.3,5.0,0.3
BA9  9,5758,5643.0,98.0,42.0,0.7,59.0,1.0,5.0,0.1
BB1  1,12317,3202.0,26.0,235.0,1.9,8476.0,68.8,135.0,1.1
BB1  2,9179,7523.0,82.0,106.0,1.2,1408.0,15.3,68.0,0.7
BB1  3,2784,2431.0,87.3,27.0,1.0,295.0,10.6,19.0,0.7
BB1  4,6625,6464.0,97.6,38.0,0.6,102.0,1.5,14.0,0.2
BB1  5,7773,2928.0,37.7,122.0,1.6,4635.0,59.6,32.0,0.4
BB1  6,3458,188.0,5.4,24.0,0.7,3188.0,92.2,27.0,0.8
BB1  7,4369,327.0,7.5,64.0,1.5,3881.0,88.8,30.0,0.7
BB1  8,9813,3791.0,38.6,179.0,1.8,5706.0,58.1,39.0,0.4
BB1  9,10227,8320.0,81.4,106.0,1.0,1738.0,17.0,34.0,0.3
BB10 1,8813,4252.0,48.2,183.0,2.1,4267.0,48.4,24.0,0.3
BB10 2,10448,9070.0,86.8,127.0,1.2,1188.0,11.4,32.0,0.3
BB10 3,7988,6500.0,81.4,107.0,1.3,1341.0,16.8,20.0,0.3
BB10 4,10183,9930.0,97.5,75.0,0.7,155.0,1.5,16.0,0.2
BB11 2,5203,4746.0,91.2,79.0,1.5,356.0,6.8,9.0,0.2
BB11 3,4093,3611.0,88.2,66.0,1.6,380.0,9.3,17.0,0.4
BB11 4,6065,5825.0,96.0,75.0,1.2,145.0,2.4,17.0,0.3
BB11 5,6860,6650.0,96.9,77.0,1.1,85.0,1.2,24.0,0.3
BB12 0,8089,5861.0,72.5,89.0,1.1,2091.0,25.8,24.0,0.3
BB12 6,8530,8364.0,98.1,62.0,0.7,82.0,1.0,15.0,0.2
BB12 7,7169,7054.0,98.4,38.0,0.5,63.0,0.9,8.0,0.1
BB12 8,7891,7689.0,97.4,42.0,0.5,140.0,1.8,10.0,0.1
BB12 9,2934,2873.0,97.9,21.0,0.7,32.0,1.1,5.0,0.2
BB18 5,7710,7458.0,96.7,43.0,0.6,196.0,2.5,3.0,0.0
BB18 6,9469,9223.0,97.4,72.0,0.8,163.0,1.7,8.0,0.1
BB2  1,5685,3204.0,56.4,114.0,2.0,2171.0,38.2,91.0,1.6
BB2  2,4447,3939.0,88.6,60.0,1.3,345.0,7.8,78.0,1.8
BB2  3,9919,8769.0,88.4,131.0,1.3,847.0,8.5,97.0,1.0
BB2  4,15182,14518.0,95.6,178.0,1.2,361.0,2.4,79.0,0.5
BB2  5,7070,6936.0,98.1,41.0,0.6,56.0,0.8,13.0,0.2
BB2  6,10432,3941.0,37.8,134.0,1.3,6118.0,58.6,51.0,0.5
BB2  7,7189,5732.0,79.7,66.0,0.9,1303.0,18.1,28.0,0.4
BB3  0,9303,8855.0,95.2,80.0,0.9,291.0,3.1,51.0,0.5
BB3  1,6392,6107.0,95.5,52.0,0.8,194.0,3.0,15.0,0.2
BB3  2,9402,9120.0,97.0,81.0,0.9,156.0,1.7,26.0,0.3
BB3  3,9406,8782.0,93.4,71.0,0.8,505.0,5.4,25.0,0.3
BB4  4,7473,7210.0,96.5,44.0,0.6,180.0,2.4,24.0,0.3
BB4  5,6006,4570.0,76.1,66.0,1.1,1318.0,21.9,18.0,0.3
BB4  6,7795,7186.0,92.2,89.0,1.1,497.0,6.4,16.0,0.2
BB4  7,5874,5286.0,90.0,84.0,1.4,492.0,8.4,8.0,0.1
BB4  8,8676,8070.0,93.0,79.0,0.9,511.0,5.9,9.0,0.1
BB4  9,5577,5468.0,98.0,43.0,0.8,55.0,1.0,6.0,0.1
BB5  0,9702,5629.0,58.0,122.0,1.3,3903.0,40.2,12.0,0.1
BB5  1,4946,2476.0,50.1,61.0,1.2,2384.0,48.2,8.0,0.2
BB5  2,7686,7215.0,93.9,61.0,0.8,383.0,5.0,11.0,0.1
BB5  3,7911,7684.0,97.1,68.0,0.9,136.0,1.7,7.0,0.1
BB5  4,8846,8541.0,96.6,55.0,0.6,223.0,2.5,13.0,0.1
BB5  5,11513,11082.0,96.3,75.0,0.7,329.0,2.9,7.0,0.1
BB5  6,10498,9848.0,93.8,92.0,0.9,537.0,5.1,18.0,0.2
BB6  7,10800,9716.0,90.0,99.0,0.9,961.0,8.9,12.0,0.1
BB6  8,3859,3715.0,96.3,35.0,0.9,96.0,2.5,6.0,0.2
BB7  1,7591,7307.0,96.3,53.0,0.7,210.0,2.8,15.0,0.2
BB7  2,7177,7059.0,98.4,35.0,0.5,78.0,1.1,1.0,0.0
BB7  3,3067,3035.0,99.0,15.0,0.5,16.0,0.5,0.0,0.0
BB7  4,5080,5036.0,99.1,19.0,0.4,25.0,0.5,0.0,0.0
BB7  9,8784,8549.0,97.3,66.0,0.8,99.0,1.1,65.0,0.7
BB8  0,6062,5683.0,93.7,54.0,0.9,309.0,5.1,7.0,0.1
BB8  7,4630,4583.0,99.0,12.0,0.3,26.0,0.6,3.0,0.1
BB8  8,5092,4902.0,96.3,66.0,1.3,106.0,2.1,12.0,0.2
BB8  9,7257,7063.0,97.3,64.0,0.9,121.0,1.7,6.0,0.1
BB9  0,12189,8038.0,65.9,177.0,1.5,3922.0,32.2,16.0,0.1
BB9  5,6357,3360.0,52.9,93.0,1.5,2861.0,45.0,30.0,0.5
BB9  6,4788,4520.0,94.4,24.0,0.5,226.0,4.7,8.0,0.2
BB9  7,6726,1783.0,26.5,101.0,1.5,4828.0,71.8,5.0,0.1
BB9  8,8116,6846.0,84.4,95.0,1.2,1158.0,14.3,6.0,0.1
BB9  9,6422,4128.0,64.3,98.0,1.5,2173.0,33.8,13.0,0.2
BD1  1,384,166.0,43.2,10.0,2.6,123.0,32.0,18.0,4.7
BD1  2,370,184.0,49.7,15.0,4.1,69.0,18.6,36.0,9.7
BD1  3,1575,248.0,15.7,29.0,1.8,1189.0,75.5,58.0,3.7
BD1  4,751,452.0,60.2,32.0,4.3,85.0,11.3,61.0,8.1
BD1  5,756,345.0,45.6,33.0,4.4,163.0,21.6,90.0,11.9
BD10 0,8834,8177.0,92.6,196.0,2.2,270.0,3.1,133.0,1.5
BD10 8,10627,9789.0,92.1,229.0,2.2,431.0,4.1,121.0,1.1
BD10 9,6421,5923.0,92.2,141.0,2.2,202.0,3.1,100.0,1.6
BD11 1,5528,5329.0,96.4,48.0,0.9,118.0,2.1,17.0,0.3
BD11 2,5827,5574.0,95.7,86.0,1.5,102.0,1.8,37.0,0.6
BD12 0,5308,4866.0,91.7,142.0,2.7,226.0,4.3,61.0,1.1
BD12 7,1901,1836.0,96.6,31.0,1.6,21.0,1.1,8.0,0.4
BD12 8,4908,4499.0,91.7,146.0,3.0,152.0,3.1,73.0,1.5
BD12 9,4568,4321.0,94.6,85.0,1.9,96.0,2.1,46.0,1.0
BD13 1,3967,3717.0,93.7,72.0,1.8,158.0,4.0,13.0,0.3
BD13 2,7657,7328.0,95.7,125.0,1.6,133.0,1.7,36.0,0.5
BD13 3,6934,6440.0,92.9,154.0,2.2,253.0,3.6,38.0,0.5
BD13 4,3489,3306.0,94.8,67.0,1.9,76.0,2.2,33.0,0.9
BD13 5,2932,2788.0,95.1,62.0,2.1,58.0,2.0,17.0,0.6
BD14 6,8871,6729.0,75.9,213.0,2.4,1741.0,19.6,84.0,0.9
BD15 0,4248,4102.0,96.6,49.0,1.2,85.0,2.0,10.0,0.2
BD15 7,8060,5115.0,63.5,364.0,4.5,2190.0,27.2,282.0,3.5
BD15 9,3008,2378.0,79.1,58.0,1.9,521.0,17.3,40.0,1.3
BD16 1,9433,8680.0,92.0,141.0,1.5,417.0,4.4,55.0,0.6
BD16 2,3422,3277.0,95.8,53.0,1.5,55.0,1.6,13.0,0.4
BD16 3,5776,5528.0,95.7,76.0,1.3,118.0,2.0,35.0,0.6
BD16 4,7172,6789.0,94.7,118.0,1.6,152.0,2.1,65.0,0.9
BD17 5,8187,7843.0,95.8,120.0,1.5,152.0,1.9,29.0,0.4
BD17 6,6188,5944.0,96.1,75.0,1.2,126.0,2.0,20.0,0.3
BD17 7,3526,3322.0,94.2,59.0,1.7,120.0,3.4,14.0,0.4
BD18 1,7192,6273.0,87.2,179.0,2.5,532.0,7.4,87.0,1.2
BD18 2,6828,5341.0,78.2,238.0,3.5,1119.0,16.4,88.0,1.3
BD18 3,5448,3937.0,72.3,169.0,3.1,1254.0,23.0,57.0,1.0
BD18 4,7790,6692.0,85.9,208.0,2.7,779.0,10.0,56.0,0.7
BD19 3,5989,5605.0,93.6,75.0,1.3,263.0,4.4,28.0,0.5
BD19 4,9436,9112.0,96.6,97.0,1.0,167.0,1.8,46.0,0.5
BD19 5,2646,2533.0,95.7,23.0,0.9,72.0,2.7,13.0,0.5
BD19 6,3948,3835.0,97.1,22.0,0.6,80.0,2.0,10.0,0.3
BD2  1,8149,6152.0,75.5,279.0,3.4,1345.0,16.5,162.0,2.0
BD2  2,4754,4334.0,91.2,119.0,2.5,245.0,5.2,43.0,0.9
BD2  3,7927,6338.0,80.0,190.0,2.4,1235.0,15.6,106.0,1.3
BD2  4,7736,4687.0,60.6,231.0,3.0,2526.0,32.7,119.0,1.5
BD20 0,6137,5994.0,97.7,42.0,0.7,60.0,1.0,10.0,0.2
BD20 5,7284,6513.0,89.4,75.0,1.0,644.0,8.8,23.0,0.3
BD20 6,7399,6048.0,81.7,73.0,1.0,1199.0,16.2,42.0,0.6
BD20 7,4908,4825.0,98.3,28.0,0.6,50.0,1.0,3.0,0.1
BD20 8,5509,5331.0,96.8,45.0,0.8,115.0,2.1,10.0,0.2
BD20 9,4078,4027.0,98.7,28.0,0.7,18.0,0.4,4.0,0.1
BD21 1,6041,4130.0,68.4,93.0,1.5,1750.0,29.0,50.0,0.8
BD21 2,7158,2776.0,38.8,85.0,1.2,4132.0,57.7,75.0,1.0
BD21 3,3931,763.0,19.4,47.0,1.2,3049.0,77.6,12.0,0.3
BD21 4,7373,5362.0,72.7,143.0,1.9,1774.0,24.1,45.0,0.6
BD21 5,2630,2407.0,91.5,57.0,2.2,121.0,4.6,26.0,1.0
BD22 0,4465,4341.0,97.2,40.0,0.9,66.0,1.5,5.0,0.1
BD22 6,7683,6954.0,90.5,140.0,1.8,524.0,6.8,44.0,0.6
BD22 7,9056,8732.0,96.4,118.0,1.3,113.0,1.2,74.0,0.8
BD22 8,4270,4144.0,97.0,49.0,1.1,45.0,1.1,20.0,0.5
BD22 9,4375,4252.0,97.2,46.0,1.1,48.0,1.1,16.0,0.4
BD23 1,5900,5299.0,89.8,56.0,0.9,522.0,8.8,13.0,0.2
BD23 2,8348,8041.0,96.3,91.0,1.1,187.0,2.2,22.0,0.3
BD23 3,4100,4038.0,98.5,31.0,0.8,27.0,0.7,3.0,0.1
BD23 4,3569,3551.0,99.5,10.0,0.3,6.0,0.2,2.0,0.1
BD23 5,3485,3459.0,99.3,11.0,0.3,9.0,0.3,3.0,0.1
BD23 6,3927,3890.0,99.1,11.0,0.3,18.0,0.5,2.0,0.1
BD24 0,2003,1944.0,97.1,16.0,0.8,37.0,1.8,2.0,0.1
BD24 9,3128,3082.0,98.5,13.0,0.4,28.0,0.9,3.0,0.1
BD3  0,9775,3000.0,30.7,392.0,4.0,5764.0,59.0,263.0,2.7
BD3  7,7518,2209.0,29.4,178.0,2.4,4955.0,65.9,93.0,1.2
BD3  8,9087,1254.0,13.8,237.0,2.6,7248.0,79.8,120.0,1.3
BD3  9,7641,582.0,7.6,166.0,2.2,6605.0,86.4,120.0,1.6
BD4  0,6698,5924.0,88.4,251.0,3.7,192.0,2.9,298.0,4.4
BD4  6,7253,5899.0,81.3,245.0,3.4,716.0,9.9,245.0,3.4
BD4  7,4767,3141.0,65.9,171.0,3.6,1205.0,25.3,168.0,3.5
BD4  8,6867,5124.0,74.6,283.0,4.1,1185.0,17.3,175.0,2.5
BD4  9,5633,4864.0,86.3,189.0,3.4,327.0,5.8,211.0,3.7
BD5  0,7093,2471.0,34.8,392.0,5.5,3010.0,42.4,694.0,9.8
BD5  7,6312,1594.0,25.3,231.0,3.7,3705.0,58.7,414.0,6.6
BD5  8,7748,2908.0,37.5,322.0,4.2,3867.0,49.9,433.0,5.6
BD5  9,10488,4059.0,38.7,466.0,4.4,5429.0,51.8,359.0,3.4
BD6  1,9491,8274.0,87.2,323.0,3.4,721.0,7.6,136.0,1.4
BD6  2,7616,6980.0,91.6,280.0,3.7,220.0,2.9,120.0,1.6
BD6  3,12965,10610.0,81.8,452.0,3.5,1468.0,11.3,272.0,2.1
BD7  1,6140,1714.0,27.9,151.0,2.5,3491.0,56.9,532.0,8.7
BD7  2,11830,2697.0,22.8,354.0,3.0,8098.0,68.5,213.0,1.8
BD7  3,8650,2443.0,28.2,261.0,3.0,5446.0,63.0,260.0,3.0
BD7  4,8725,5202.0,59.6,303.0,3.5,2962.0,33.9,125.0,1.4
BD8  0,7933,4230.0,53.3,256.0,3.2,3124.0,39.4,169.0,2.1
BD8  7,6679,1474.0,22.1,190.0,2.8,4440.0,66.5,277.0,4.1
BD8  8,6659,497.0,7.5,132.0,2.0,5751.0,86.4,152.0,2.3
BD8  9,10231,1590.0,15.5,250.0,2.4,7920.0,77.4,234.0,2.3
BD9  4,9552,2234.0,23.4,278.0,2.9,6678.0,69.9,132.0,1.4
BD9  5,10933,1460.0,13.4,191.0,1.7,8952.0,81.9,112.0,1.0
BD9  6,8824,3177.0,36.0,293.0,3.3,5005.0,56.7,161.0,1.8
BH1  1,2648,2171.0,82.0,112.0,4.2,251.0,9.5,61.0,2.3
BH1  2,1096,809.0,73.8,57.0,5.2,179.0,16.3,23.0,2.1
BH1  3,6470,5485.0,84.8,170.0,2.6,598.0,9.2,113.0,1.7
BH1  4,9090,8141.0,89.6,280.0,3.1,375.0,4.1,190.0,2.1
BH10 4,4123,3902.0,94.6,82.0,2.0,89.0,2.2,30.0,0.7
BH10 5,7037,6753.0,96.0,100.0,1.4,116.0,1.6,35.0,0.5
BH10 6,5043,4896.0,97.1,46.0,0.9,77.0,1.5,11.0,0.2
BH10 7,3859,3707.0,96.1,46.0,1.2,60.0,1.6,26.0,0.7
BH11 8,9887,9498.0,96.1,140.0,1.4,147.0,1.5,46.0,0.5
BH11 9,10023,9757.0,97.3,106.0,1.1,99.0,1.0,35.0,0.3
BH12 1,6253,5850.0,93.6,121.0,1.9,207.0,3.3,34.0,0.5
BH12 2,7955,7570.0,95.2,135.0,1.7,189.0,2.4,33.0,0.4
BH12 3,8011,7701.0,96.1,100.0,1.2,177.0,2.2,22.0,0.3
BH12 4,8709,8323.0,95.6,152.0,1.7,152.0,1.7,56.0,0.6
BH12 5,4343,4031.0,92.8,76.0,1.7,197.0,4.5,27.0,0.6
BH13 6,4570,4369.0,95.6,54.0,1.2,105.0,2.3,15.0,0.3
BH13 7,3751,3546.0,94.5,54.0,1.4,114.0,3.0,17.0,0.5
BH14 0,7000,6633.0,94.8,98.0,1.4,210.0,3.0,41.0,0.6
BH14 8,9262,8980.0,97.0,123.0,1.3,125.0,1.3,13.0,0.1
BH14 9,7170,6777.0,94.5,133.0,1.9,185.0,2.6,32.0,0.4
BH15 1,6176,5680.0,92.0,127.0,2.1,311.0,5.0,36.0,0.6
BH15 2,6073,5552.0,91.4,102.0,1.7,365.0,6.0,30.0,0.5
BH15 3,11277,10906.0,96.7,94.0,0.8,219.0,1.9,35.0,0.3
BH15 4,9526,9267.0,97.3,86.0,0.9,123.0,1.3,30.0,0.3
BH16 5,10947,10749.0,98.2,104.0,1.0,69.0,0.6,15.0,0.1
BH16 6,4888,4849.0,99.2,19.0,0.4,18.0,0.4,1.0,0.0
BH17 7,8904,8723.0,98.0,67.0,0.8,85.0,1.0,18.0,0.2
BH17 8,7525,7302.0,97.0,83.0,1.1,102.0,1.4,18.0,0.2
BH17 9,6554,6336.0,96.7,66.0,1.0,114.0,1.7,24.0,0.4
BH18 8,4652,4533.0,97.4,45.0,1.0,67.0,1.4,3.0,0.1
BH18 9,6476,6323.0,97.6,47.0,0.7,96.0,1.5,7.0,0.1
BH19 1,4077,3985.0,97.7,43.0,1.1,40.0,1.0,3.0,0.1
BH19 2,5524,5415.0,98.0,43.0,0.8,51.0,0.9,9.0,0.2
BH19 3,1916,1898.0,99.1,8.0,0.4,5.0,0.3,5.0,0.3
BH2  5,4479,3836.0,85.6,184.0,4.1,294.0,6.6,72.0,1.6
BH2  6,3866,3475.0,89.9,121.0,3.1,171.0,4.4,48.0,1.2
BH20 4,5496,5406.0,98.4,49.0,0.9,36.0,0.7,0.0,0.0
BH20 5,3940,3907.0,99.2,19.0,0.5,13.0,0.3,1.0,0.0
BH20 6,5953,5854.0,98.3,53.0,0.9,22.0,0.4,18.0,0.3
BH20 7,4565,4529.0,99.2,24.0,0.5,9.0,0.2,2.0,0.0
BH21 1,10432,10244.0,98.2,85.0,0.8,85.0,0.8,7.0,0.1
BH21 2,9008,8869.0,98.5,75.0,0.8,46.0,0.5,13.0,0.1
BH21 3,10677,10482.0,98.2,82.0,0.8,99.0,0.9,7.0,0.1
BH21 4,2220,2192.0,98.7,9.0,0.4,19.0,0.9,0.0,0.0
BH21 5,2407,2381.0,98.9,13.0,0.5,8.0,0.3,5.0,0.2
BH21 6,1492,1451.0,97.3,16.0,1.1,19.0,1.3,2.0,0.1
BH21 7,3813,3778.0,99.1,22.0,0.6,8.0,0.2,3.0,0.1
BH21 8,522,516.0,98.9,5.0,1.0,0.0,0.0,0.0,0.0
BH22 0,7561,7464.0,98.7,41.0,0.5,46.0,0.6,6.0,0.1
BH22 8,10856,10596.0,97.6,74.0,0.7,146.0,1.3,25.0,0.2
BH22 9,8374,8208.0,98.0,58.0,0.7,90.0,1.1,10.0,0.1
BH23 1,5592,5396.0,96.5,84.0,1.5,94.0,1.7,10.0,0.2
BH23 2,12055,11636.0,96.5,172.0,1.4,187.0,1.6,34.0,0.3
BH23 3,8891,8688.0,97.7,94.0,1.1,74.0,0.8,12.0,0.1
BH23 4,9687,9561.0,98.7,56.0,0.6,60.0,0.6,4.0,0.0
BH23 5,6849,6711.0,98.0,55.0,0.8,51.0,0.7,20.0,0.3
BH23 6,501,495.0,98.8,3.0,0.6,0.0,0.0,1.0,0.2
BH23 7,4485,4401.0,98.1,43.0,1.0,38.0,0.8,2.0,0.0
BH23 8,4758,4663.0,98.0,50.0,1.1,30.0,0.6,12.0,0.3
BH24 1,10473,10259.0,98.0,92.0,0.9,76.0,0.7,18.0,0.2
BH24 2,6859,6719.0,98.0,34.0,0.5,77.0,1.1,11.0,0.2
BH24 3,4879,4797.0,98.3,29.0,0.6,42.0,0.9,5.0,0.1
BH24 4,1384,1362.0,98.4,16.0,1.2,5.0,0.4,1.0,0.1
BH25 5,12352,12030.0,97.4,123.0,1.0,141.0,1.1,42.0,0.3
BH25 6,6598,6226.0,94.4,95.0,1.4,191.0,2.9,36.0,0.5
BH25 7,6767,6633.0,98.0,55.0,0.8,61.0,0.9,7.0,0.1
BH3  7,5740,5183.0,90.3,158.0,2.8,260.0,4.5,46.0,0.8
BH31 6,10168,10004.0,98.4,63.0,0.6,77.0,0.8,16.0,0.2
BH31 7,3192,3117.0,97.7,32.0,1.0,34.0,1.1,4.0,0.1
BH4  8,5323,5028.0,94.5,96.0,1.8,125.0,2.3,32.0,0.6
BH4  9,4059,3789.0,93.3,81.0,2.0,125.0,3.1,28.0,0.7
BH5  1,6383,5869.0,91.9,155.0,2.4,249.0,3.9,63.0,1.0
BH5  2,4863,4471.0,91.9,97.0,2.0,206.0,4.2,68.0,1.4
BH6  3,9043,8640.0,95.5,154.0,1.7,153.0,1.7,48.0,0.5
BH6  4,3617,3530.0,97.6,44.0,1.2,26.0,0.7,11.0,0.3
BH6  5,9539,9069.0,95.1,190.0,2.0,186.0,1.9,50.0,0.5
BH7  6,8130,7472.0,91.9,184.0,2.3,342.0,4.2,88.0,1.1
BH7  7,3690,3284.0,89.0,89.0,2.4,260.0,7.0,25.0,0.7
BH8  0,7307,6725.0,92.0,153.0,2.1,316.0,4.3,46.0,0.6
BH8  8,12631,10733.0,85.0,458.0,3.6,938.0,7.4,265.0,2.1
BH8  9,8077,7457.0,92.3,196.0,2.4,267.0,3.3,63.0,0.8
BH9  1,12693,11455.0,90.2,351.0,2.8,632.0,5.0,113.0,0.9
BH9  2,8878,8179.0,92.1,207.0,2.3,349.0,3.9,73.0,0.8
BH9  3,10048,9511.0,94.7,187.0,1.9,221.0,2.2,72.0,0.7
BL0  0,5575,5448.0,97.7,43.0,0.8,72.0,1.3,11.0,0.2
BL0  9,12178,11887.0,97.6,134.0,1.1,112.0,0.9,35.0,0.3
BL1  1,413,326.0,78.9,12.0,2.9,60.0,14.5,12.0,2.9
BL1  2,4243,2815.0,66.3,144.0,3.4,889.0,21.0,265.0,6.2
BL1  3,9919,6170.0,62.2,247.0,2.5,3165.0,31.9,232.0,2.3
BL1  4,9093,5813.0,63.9,212.0,2.3,2671.0,29.4,284.0,3.1
BL1  5,12151,10825.0,89.1,239.0,2.0,865.0,7.1,176.0,1.4
BL1  6,8641,7823.0,90.5,163.0,1.9,561.0,6.5,66.0,0.8
BL1  7,8374,7584.0,90.6,124.0,1.5,565.0,6.7,65.0,0.8
BL1  8,10965,6495.0,59.2,275.0,2.5,3871.0,35.3,240.0,2.2
BL2  1,3922,2708.0,69.0,84.0,2.1,931.0,23.7,151.0,3.9
BL2  2,8402,7879.0,93.8,152.0,1.8,201.0,2.4,135.0,1.6
BL2  3,8526,8276.0,97.1,79.0,0.9,122.0,1.4,36.0,0.4
BL2  4,4708,4595.0,97.6,46.0,1.0,56.0,1.2,10.0,0.2
BL2  5,9312,8767.0,94.1,131.0,1.4,155.0,1.7,224.0,2.4
BL2  6,10663,10051.0,94.3,185.0,1.7,324.0,3.0,95.0,0.9
BL3  1,12315,11748.0,95.4,181.0,1.5,287.0,2.3,57.0,0.5
BL3  2,9408,4932.0,52.4,213.0,2.3,3825.0,40.7,327.0,3.5
BL3  3,14867,8875.0,59.7,377.0,2.5,4934.0,33.2,491.0,3.3
BL3  4,14244,9266.0,65.1,260.0,1.8,4167.0,29.3,384.0,2.7
BL3  5,7974,2835.0,35.6,242.0,3.0,4097.0,51.4,559.0,7.0
BL3  6,5470,1687.0,30.8,122.0,2.2,3322.0,60.7,230.0,4.2
BL4  0,10178,8926.0,87.7,155.0,1.5,893.0,8.8,148.0,1.5
BL4  7,6773,5725.0,84.5,109.0,1.6,825.0,12.2,62.0,0.9
BL4  8,8127,7769.0,95.6,103.0,1.3,168.0,2.1,61.0,0.8
BL4  9,8372,7789.0,93.0,162.0,1.9,289.0,3.5,95.0,1.1
BL5  1,2664,2554.0,95.9,24.0,0.9,66.0,2.5,13.0,0.5
BL5  2,12536,12038.0,96.0,198.0,1.6,237.0,1.9,42.0,0.3
BL5  3,11840,11406.0,96.3,131.0,1.1,257.0,2.2,27.0,0.2
BL6  4,5996,5368.0,89.5,114.0,1.9,443.0,7.4,54.0,0.9
BL6  5,10071,9821.0,97.5,106.0,1.1,106.0,1.1,26.0,0.3
BL6  6,6889,6579.0,95.5,83.0,1.2,186.0,2.7,29.0,0.4
BL6  7,6472,6330.0,97.8,57.0,0.9,52.0,0.8,19.0,0.3
BL7  0,3180,3142.0,98.8,20.0,0.6,15.0,0.5,2.0,0.1
BL7  8,687,672.0,97.8,9.0,1.3,5.0,0.7,0.0,0.0
BL7  9,11092,10827.0,97.6,119.0,1.1,109.0,1.0,16.0,0.1
BL8  1,12753,11920.0,93.5,218.0,1.7,496.0,3.9,80.0,0.6
BL8  2,10344,9708.0,93.9,123.0,1.2,426.0,4.1,54.0,0.5
BL8  3,8287,8058.0,97.2,93.0,1.1,115.0,1.4,14.0,0.2
BL8  4,4413,4118.0,93.3,79.0,1.8,193.0,4.4,19.0,0.4
BL9  0,2526,1398.0,55.3,70.0,2.8,995.0,39.4,34.0,1.3
BL9  5,6689,5448.0,81.4,133.0,2.0,979.0,14.6,103.0,1.5
BL9  6,8736,7908.0,90.5,146.0,1.7,489.0,5.6,106.0,1.2
BL9  7,9964,7883.0,79.1,211.0,2.1,1631.0,16.4,161.0,1.6
BL9  8,9409,8759.0,93.1,128.0,1.4,455.0,4.8,39.0,0.4
BL9  9,10898,8055.0,73.9,240.0,2.2,2387.0,21.9,109.0,1.0
BN1  1,2003,1625.0,81.1,123.0,6.1,161.0,8.0,33.0,1.6
BN1  2,4947,4296.0,86.8,198.0,4.0,267.0,5.4,70.0,1.4
BN1  3,10243,9148.0,89.3,480.0,4.7,364.0,3.6,133.0,1.3
BN1  4,8809,7431.0,84.4,418.0,4.7,618.0,7.0,176.0,2.0
BN1  5,10150,9275.0,91.4,384.0,3.8,319.0,3.1,68.0,0.7
BN1  6,17167,15592.0,90.8,684.0,4.0,560.0,3.3,204.0,1.2
BN1  7,8422,7420.0,88.1,360.0,4.3,382.0,4.5,168.0,2.0
BN1  8,14489,13533.0,93.4,400.0,2.8,317.0,2.2,140.0,1.0
BN1  9,8545,6866.0,80.4,339.0,4.0,883.0,10.3,319.0,3.7
BN10 7,9126,8713.0,95.5,122.0,1.3,200.0,2.2,59.0,0.6
BN10 8,9453,9009.0,95.3,130.0,1.4,173.0,1.8,86.0,0.9
BN11 1,4628,3966.0,85.7,132.0,2.9,396.0,8.6,79.0,1.7
BN11 2,9066,8159.0,90.0,188.0,2.1,562.0,6.2,108.0,1.2
BN11 3,4200,3745.0,89.2,95.0,2.3,211.0,5.0,109.0,2.6
BN11 4,8956,8312.0,92.8,160.0,1.8,314.0,3.5,117.0,1.3
BN11 5,6428,6089.0,94.7,133.0,2.1,131.0,2.0,48.0,0.7
BN12 4,7807,7512.0,96.2,73.0,0.9,178.0,2.3,24.0,0.3
BN12 5,4415,4342.0,98.3,24.0,0.5,41.0,0.9,4.0,0.1
BN12 6,7905,7490.0,94.8,117.0,1.5,237.0,3.0,43.0,0.5
BN13 1,8137,7769.0,95.5,127.0,1.6,172.0,2.1,49.0,0.6
BN13 2,10512,10094.0,96.0,149.0,1.4,184.0,1.8,63.0,0.6
BN13 3,8887,8524.0,95.9,149.0,1.7,155.0,1.7,30.0,0.3
BN14 0,5739,5599.0,97.6,49.0,0.9,69.0,1.2,11.0,0.2
BN14 7,10779,10056.0,93.3,238.0,2.2,373.0,3.5,70.0,0.6
BN14 8,6774,6273.0,92.6,119.0,1.8,273.0,4.0,78.0,1.2
BN14 9,7444,7144.0,96.0,119.0,1.6,122.0,1.6,43.0,0.6
BN15 0,8486,8152.0,96.1,114.0,1.3,150.0,1.8,52.0,0.6
BN15 8,7801,7527.0,96.5,92.0,1.2,113.0,1.4,41.0,0.5
BN15 9,11084,10749.0,97.0,108.0,1.0,138.0,1.2,58.0,0.5
BN16 1,6626,6485.0,97.9,72.0,1.1,46.0,0.7,16.0,0.2
BN16 2,6920,6807.0,98.4,44.0,0.6,54.0,0.8,9.0,0.1
BN16 3,8060,7882.0,97.8,73.0,0.9,67.0,0.8,21.0,0.3
BN16 4,6728,6569.0,97.6,74.0,1.1,63.0,0.9,14.0,0.2
BN17 5,6494,6009.0,92.5,121.0,1.9,280.0,4.3,47.0,0.7
BN17 6,13671,13316.0,97.4,146.0,1.1,168.0,1.2,25.0,0.2
BN17 7,8127,7802.0,96.0,115.0,1.4,146.0,1.8,41.0,0.5
BN18 0,8600,8267.0,96.1,80.0,0.9,153.0,1.8,84.0,1.0
