postcode sector,EUpassport2011,%
N22  8,1827.0,19.8
N3   1,1106.0,11.9
N3   2,1240.0,13.3
N3   3,709.0,8.9
N4   1,2473.0,19.5
N4   2,1855.0,11.6
N4   3,1210.0,10.5
N4   4,620.0,8.7
N5   1,1032.0,8.6
N5   2,1033.0,8.4
N6   4,450.0,8.7
N6   5,1198.0,10.9
N6   6,276.0,8.3
N7   0,1595.0,12.1
N7   6,882.0,13.0
N7   7,678.0,9.5
N7   8,1034.0,9.0
N7   9,994.0,10.4
N8   0,2195.0,19.5
N8   7,827.0,8.4
N8   8,713.0,8.3
N8   9,798.0,7.7
N9   0,985.0,8.1
N9   7,869.0,8.6
N9   8,1067.0,8.4
N9   9,1345.0,7.8
NE1  2,126.0,4.1
NE1  3,40.0,6.4
NE1  4,151.0,7.7
NE1  5,130.0,12.3
NE1  6,60.0,4.5
NE1  8,24.0,2.4
NE10 0,133.0,1.5
NE10 8,85.0,0.5
NE10 9,87.0,0.9
NE11 0,30.0,0.7
NE11 9,94.0,0.8
NE12 5,3.0,0.2
NE12 6,44.0,0.5
NE12 7,27.0,0.5
NE12 8,109.0,1.1
NE12 9,78.0,0.8
NE13 6,19.0,0.3
NE13 7,22.0,0.4
NE13 8,10.0,0.9
NE13 9,9.0,1.0
NE15 0,14.0,0.6
NE15 6,219.0,3.7
NE15 7,137.0,1.5
NE15 8,71.0,0.8
NE15 9,47.0,0.8
NE16 3,47.0,1.4
NE16 4,37.0,0.6
NE16 5,52.0,0.5
NE16 6,17.0,0.3
NE17 7,14.0,0.3
NE18 0,5.0,0.5
NE19 1,21.0,1.7
NE19 2,5.0,0.5
NE2  1,317.0,3.2
NE2  2,219.0,3.0
NE2  3,162.0,2.3
NE2  4,206.0,4.0
NE20 0,14.0,1.0
NE20 9,97.0,0.9
NE21 4,21.0,0.4
NE21 5,55.0,1.0
NE21 6,23.0,0.4
NE22 5,29.0,0.3
NE22 6,25.0,0.4
NE22 7,4.0,0.1
NE23 1,10.0,0.3
NE23 2,38.0,0.7
NE23 3,27.0,0.5
NE23 6,49.0,0.5
NE23 7,39.0,0.4
NE23 8,13.0,0.5
NE24 1,48.0,1.3
NE24 2,39.0,0.6
NE24 3,31.0,0.3
NE24 4,19.0,0.2
NE24 5,46.0,0.5
NE25 0,31.0,0.3
NE25 8,55.0,0.6
NE25 9,49.0,0.4
NE26 1,40.0,0.8
NE26 2,87.0,1.9
NE26 3,31.0,0.6
NE26 4,11.0,0.3
NE27 0,111.0,0.9
NE28 0,84.0,1.0
NE28 6,102.0,2.0
NE28 7,118.0,1.5
NE28 8,59.0,0.6
NE28 9,49.0,0.4
NE29 0,45.0,0.7
NE29 6,128.0,1.7
NE29 7,88.0,1.1
NE29 8,37.0,0.4
NE29 9,25.0,0.6
NE3  1,197.0,2.2
NE3  2,197.0,1.4
NE3  3,188.0,1.6
NE3  4,184.0,1.7
NE3  5,100.0,1.3
NE30 1,20.0,1.5
NE30 2,59.0,0.8
NE30 3,39.0,0.5
NE30 4,73.0,1.5
NE31 1,36.0,0.4
NE31 2,29.0,0.3
NE32 3,22.0,0.4
NE32 4,25.0,0.2
NE32 5,36.0,0.4
NE33 1,15.0,1.1
NE33 2,130.0,2.1
NE33 3,42.0,0.5
NE33 4,88.0,1.2
NE33 5,46.0,1.1
NE34 0,68.0,0.6
NE34 6,25.0,0.3
NE34 7,55.0,0.5
NE34 8,20.0,0.2
NE34 9,38.0,0.4
NE35 9,33.0,0.5
NE36 0,25.0,0.4
NE37 1,56.0,0.6
NE37 2,43.0,0.6
NE37 3,57.0,1.4
NE38 0,44.0,0.5
NE38 7,42.0,0.5
NE38 8,40.0,0.5
NE38 9,26.0,0.5
NE39 1,15.0,0.4
NE39 2,22.0,0.5
NE4  5,416.0,5.2
NE4  6,268.0,3.7
NE4  7,106.0,4.3
NE4  8,659.0,8.5
NE4  9,303.0,2.5
NE40 3,38.0,0.5
NE40 4,27.0,0.3
NE41 8,15.0,0.7
NE42 5,46.0,0.7
NE42 6,33.0,0.6
NE43 7,32.0,0.7
NE44 6,10.0,1.0
NE45 5,11.0,0.3
NE46 1,37.0,0.9
NE46 2,45.0,1.0
NE46 3,29.0,0.8
NE46 4,11.0,0.3
NE47 0,18.0,1.7
NE47 5,2.0,0.2
NE47 6,6.0,0.3
NE47 7,5.0,0.4
NE47 8,5.0,1.0
NE47 9,3.0,0.1
NE48 1,8.0,1.0
NE48 2,6.0,0.3
NE48 3,7.0,0.6
NE48 4,2.0,0.3
NE49 0,2.0,0.2
NE49 9,8.0,0.2
NE5  1,14.0,0.2
NE5  2,137.0,1.0
NE5  3,192.0,1.9
NE5  4,103.0,1.2
NE5  5,39.0,0.5
NE6  1,126.0,3.9
NE6  2,341.0,3.0
NE6  3,161.0,1.9
NE6  4,151.0,1.3
NE6  5,489.0,3.1
NE61 1,36.0,0.9
NE61 2,62.0,0.7
NE61 3,21.0,0.5
NE61 4,4.0,0.3
NE61 5,37.0,0.5
NE61 6,26.0,0.5
NE62 5,32.0,0.3
NE63 0,24.0,0.3
NE63 8,14.0,0.2
NE63 9,48.0,0.4
NE64 6,25.0,0.4
NE65 0,30.0,0.4
NE65 7,17.0,0.4
NE65 8,14.0,0.7
NE65 9,47.0,0.7
NE66 1,94.0,1.4
NE66 2,23.0,0.5
NE66 3,23.0,0.5
NE66 4,20.0,1.3
NE66 5,0.0,0.0
NE67 5,4.0,0.5
NE68 7,28.0,1.4
NE69 7,2.0,0.5
NE7  7,238.0,1.5
NE70 7,14.0,0.8
NE71 6,17.0,0.6
NE8  1,272.0,4.6
NE8  2,226.0,3.2
NE8  3,262.0,3.2
NE8  4,771.0,6.4
NE9  5,87.0,0.8
NE9  6,78.0,0.5
NE9  7,129.0,1.1
NG1  1,382.0,10.1
NG1  3,165.0,6.3
NG1  4,218.0,5.5
NG1  5,126.0,7.0
NG1  6,22.0,7.8
NG1  7,39.0,7.9
NG10 1,141.0,1.8
NG10 2,42.0,0.9
NG10 3,113.0,0.8
NG10 4,146.0,1.3
NG10 5,61.0,0.7
NG11 0,13.0,0.5
NG11 6,77.0,0.9
NG11 7,61.0,1.4
NG11 8,215.0,1.6
NG11 9,153.0,1.7
NG12 1,25.0,1.0
NG12 2,70.0,1.1
NG12 3,72.0,0.7
NG12 4,40.0,0.8
NG12 5,82.0,1.0
NG13 0,43.0,1.0
NG13 8,131.0,1.1
NG13 9,30.0,0.6
NG14 5,16.0,0.4
NG14 6,57.0,0.6
NG14 7,52.0,0.9
NG15 0,10.0,0.5
NG15 6,97.0,0.7
NG15 7,123.0,1.0
NG15 8,24.0,0.5
NG15 9,43.0,0.7
NG16 1,78.0,0.8
NG16 2,71.0,0.4
NG16 3,84.0,0.8
NG16 4,56.0,1.0
NG16 5,71.0,0.7
NG16 6,67.0,0.6
NG17 1,65.0,1.0
NG17 2,173.0,1.2
NG17 3,70.0,0.8
NG17 4,278.0,2.8
NG17 5,76.0,1.2
NG17 7,64.0,0.7
NG17 8,104.0,0.9
NG17 9,41.0,0.7
NG18 1,201.0,14.0
NG18 2,589.0,7.4
NG18 3,249.0,2.1
NG18 4,298.0,2.4
NG18 5,559.0,7.1
NG19 0,90.0,0.8
NG19 6,422.0,3.6
NG19 7,235.0,2.6
NG19 8,148.0,1.5
NG19 9,115.0,1.2
NG2  1,164.0,7.3
NG2  2,446.0,7.3
NG2  3,112.0,6.3
NG2  4,992.0,9.6
NG2  5,153.0,1.7
NG2  6,221.0,1.8
NG2  7,406.0,2.5
NG20 0,43.0,0.5
NG20 8,293.0,2.9
NG20 9,54.0,0.8
NG21 0,97.0,0.8
NG21 9,44.0,0.4
NG22 0,59.0,0.9
NG22 8,44.0,0.6
NG22 9,79.0,0.7
NG23 5,38.0,0.5
NG23 6,36.0,0.7
NG23 7,34.0,0.7
NG24 1,579.0,8.6
NG24 2,512.0,4.9
NG24 3,185.0,1.4
NG24 4,499.0,3.6
NG25 0,75.0,0.8
NG3  1,284.0,6.0
NG3  2,251.0,5.3
NG3  3,534.0,7.6
NG3  4,433.0,10.5
NG3  5,452.0,4.8
NG3  6,364.0,3.3
NG3  7,343.0,4.7
NG31 6,512.0,14.6
NG31 7,963.0,7.0
NG31 8,334.0,2.4
NG31 9,369.0,2.8
NG32 1,51.0,1.2
NG32 2,50.0,1.4
NG32 3,27.0,0.6
NG33 4,45.0,0.9
NG33 5,40.0,0.8
NG34 0,50.0,0.8
NG34 7,363.0,2.8
NG34 8,180.0,1.6
NG34 9,110.0,1.0
NG4  1,252.0,2.0
NG4  2,157.0,1.8
NG4  3,124.0,1.2
NG4  4,70.0,0.8
NG5  1,444.0,4.8
NG5  2,286.0,4.8
NG5  3,167.0,3.0
NG5  4,165.0,1.7
NG5  5,468.0,2.8
NG5  6,189.0,1.6
NG5  7,85.0,1.2
NG5  8,103.0,0.9
NG5  9,152.0,1.6
NG6  0,308.0,3.5
NG6  7,73.0,1.6
NG6  8,360.0,2.3
NG6  9,181.0,2.1
NG7  1,585.0,5.0
NG7  2,610.0,4.5
NG7  3,600.0,8.7
NG7  4,207.0,4.1
NG7  5,763.0,9.7
NG7  6,831.0,9.4
NG7  7,292.0,7.1
NG8  1,370.0,3.8
NG8  2,210.0,1.9
NG8  3,288.0,2.9
NG8  4,195.0,2.4
NG8  5,573.0,4.3
NG8  6,503.0,4.2
NG9  1,386.0,3.8
NG9  2,988.0,7.4
NG9  3,227.0,2.0
NG9  4,127.0,2.2
NG9  5,107.0,1.3
NG9  6,88.0,0.9
NG9  7,70.0,1.2
NG9  8,91.0,1.0
NN1  1,225.0,13.2
NN1  2,470.0,15.0
NN1  3,1114.0,17.9
NN1  4,1040.0,9.9
NN1  5,773.0,9.4
NN10 0,250.0,1.9
NN10 6,70.0,1.2
NN10 8,85.0,1.1
NN10 9,198.0,1.8
NN11 0,140.0,2.6
NN11 2,14.0,1.1
NN11 3,62.0,1.0
NN11 4,487.0,4.2
NN11 6,26.0,0.9
NN11 7,12.0,0.7
NN11 8,74.0,5.0
NN11 9,310.0,4.7
NN12 6,111.0,1.5
NN12 7,49.0,0.8
NN12 8,109.0,1.2
NN13 5,52.0,0.9
NN13 6,140.0,1.4
NN13 7,59.0,2.0
NN14 1,112.0,1.1
NN14 2,148.0,1.4
NN14 3,28.0,0.6
NN14 4,172.0,1.6
NN14 6,150.0,1.9
NN15 5,289.0,2.0
NN15 6,376.0,2.8
NN15 7,210.0,3.5
NN16 0,449.0,5.9
NN16 8,674.0,8.5
NN16 9,603.0,4.1
NN17 1,857.0,8.9
NN17 2,759.0,6.2
NN17 3,64.0,1.5
NN17 4,122.0,20.9
NN18 0,533.0,6.1
NN18 8,1784.0,12.1
NN18 9,649.0,6.9
NN2  6,850.0,9.0
NN2  7,841.0,5.8
NN2  8,226.0,1.6
NN29 7,111.0,1.0
NN3  2,614.0,5.3
NN3  3,224.0,2.5
NN3  5,458.0,5.0
NN3  6,188.0,2.7
NN3  7,88.0,1.5
NN3  8,1086.0,6.8
NN3  9,413.0,4.3
NN4  0,419.0,3.9
NN4  5,97.0,2.2
NN4  6,218.0,2.0
NN4  7,1.0,0.2
NN4  8,1261.0,8.7
NN4  9,190.0,3.3
NN5  4,161.0,3.8
NN5  5,750.0,10.6
NN5  6,408.0,2.6
NN5  7,815.0,7.6
NN6  0,97.0,1.2
NN6  6,15.0,0.5
NN6  7,87.0,1.1
NN6  8,41.0,0.8
NN6  9,94.0,1.0
NN7  1,29.0,0.6
NN7  2,60.0,0.9
NN7  3,57.0,0.7
NN7  4,81.0,1.0
NN8  1,974.0,13.8
NN8  2,444.0,3.9
NN8  3,701.0,5.6
NN8  4,726.0,6.9
NN8  5,224.0,2.9
NN9  5,243.0,1.6
NN9  6,105.0,0.9
NR1  1,275.0,5.7
NR1  2,253.0,3.2
NR1  3,249.0,5.8
NR1  4,257.0,3.3
NR10 3,72.0,0.7
NR10 4,31.0,0.6
NR10 5,48.0,0.7
NR11 6,55.0,0.7
NR11 7,14.0,0.5
NR11 8,37.0,0.5
NR12 0,25.0,0.6
NR12 7,23.0,0.7
NR12 8,75.0,1.1
NR12 9,46.0,0.8
NR13 3,40.0,0.6
NR13 4,40.0,0.6
NR13 5,74.0,1.0
NR13 6,20.0,0.4
NR14 6,43.0,0.6
NR14 7,74.0,0.9
NR14 8,92.0,1.1
NR15 1,62.0,0.9
NR15 2,55.0,0.6
NR16 1,42.0,0.8
NR16 2,95.0,1.5
NR17 1,123.0,1.7
NR17 2,348.0,4.0
NR18 0,168.0,1.4
NR18 9,45.0,0.8
NR19 1,308.0,2.8
NR19 2,190.0,2.0
NR2  1,74.0,6.6
NR2  2,316.0,4.7
NR2  3,504.0,4.2
NR2  4,277.0,4.6
NR20 3,84.0,1.1
NR20 4,66.0,1.0
NR20 5,27.0,0.5
NR21 0,22.0,0.7
NR21 7,32.0,1.0
NR21 8,68.0,1.3
NR21 9,70.0,1.7
NR22 6,18.0,2.2
NR23 1,49.0,1.6
NR24 2,84.0,1.9
NR25 6,88.0,1.6
NR25 7,30.0,0.9
NR26 8,79.0,1.0
NR27 0,74.0,1.4
NR27 9,165.0,2.5
NR28 0,56.0,0.6
NR28 9,80.0,1.0
NR29 3,43.0,0.6
NR29 4,53.0,0.6
NR29 5,29.0,0.6
NR3  1,286.0,6.0
NR3  2,533.0,6.0
NR3  3,541.0,5.2
NR3  4,450.0,5.0
NR30 1,339.0,7.7
NR30 2,936.0,16.8
NR30 3,382.0,8.6
NR30 4,252.0,3.5
NR30 5,58.0,0.6
NR31 0,390.0,5.5
NR31 6,131.0,1.5
NR31 7,175.0,1.6
NR31 8,100.0,0.8
NR31 9,119.0,1.2
NR32 1,104.0,2.7
NR32 2,171.0,1.9
NR32 3,61.0,0.7
NR32 4,113.0,0.9
NR32 5,48.0,1.2
NR33 0,232.0,2.8
NR33 7,59.0,0.6
NR33 8,84.0,0.6
NR33 9,74.0,0.9
NR34 0,9.0,0.4
NR34 7,69.0,0.9
NR34 8,17.0,0.6
NR34 9,100.0,1.1
NR35 1,91.0,1.6
NR35 2,41.0,0.8
NR4  6,217.0,2.4
NR4  7,410.0,3.2
NR5  0,122.0,1.4
NR5  8,449.0,3.5
NR5  9,274.0,3.4
NR6  5,100.0,1.4
NR6  6,269.0,3.6
NR6  7,91.0,1.0
NR7  0,186.0,1.4
NR7  8,89.0,0.8
NR7  9,105.0,1.5
NR8  5,97.0,2.1
NR8  6,183.0,1.2
NR9  3,109.0,1.5
NR9  4,56.0,1.2
NR9  5,39.0,0.8
NW1  0,745.0,10.8
NW1  1,712.0,9.4
NW1  2,222.0,11.8
NW1  3,547.0,7.8
NW1  4,353.0,11.6
NW1  5,604.0,19.7
NW1  6,1014.0,18.3
NW1  7,799.0,12.3
NW1  8,752.0,8.9
NW1  9,977.0,9.4
NW10 0,1400.0,12.7
NW10 1,1898.0,19.0
NW10 2,1663.0,18.3
NW10 3,1169.0,13.8
NW10 4,1813.0,18.0
NW10 5,1955.0,14.3
NW10 6,480.0,17.6
NW10 7,901.0,25.0
NW10 8,1572.0,11.9
NW10 9,1576.0,15.7
NW11 0,854.0,12.8
NW11 6,599.0,9.4
NW11 7,691.0,13.1
NW11 8,1099.0,16.0
NW11 9,1149.0,15.4
NW2  1,1709.0,19.4
NW2  2,1112.0,14.9
NW2  3,1756.0,17.0
NW2  4,1197.0,15.3
NW2  5,2095.0,20.8
NW2  6,1811.0,15.7
NW2  7,1624.0,14.8
NW3  1,682.0,13.5
NW3  2,1420.0,10.9
NW3  3,910.0,11.1
NW3  4,1243.0,14.4
NW3  5,860.0,16.0
NW3  6,797.0,13.1
NW3  7,669.0,11.9
NW4  1,751.0,11.5
NW4  2,1293.0,15.5
NW4  3,1616.0,17.6
NW4  4,1312.0,16.6
NW5  1,637.0,7.3
NW5  2,822.0,8.5
NW5  3,324.0,8.4
NW5  4,630.0,7.1
NW6  1,1377.0,12.7
NW6  2,646.0,10.3
NW6  3,1123.0,15.2
NW6  4,808.0,11.3
NW6  5,1160.0,10.7
NW6  6,1117.0,13.0
NW6  7,1833.0,14.4
NW7  1,579.0,9.1
NW7  2,606.0,8.1
NW7  3,522.0,8.4
NW7  4,260.0,4.6
NW8  0,870.0,11.5
NW8  6,382.0,8.9
NW8  7,689.0,13.4
NW8  8,1132.0,10.6
NW8  9,996.0,14.8
NW9  0,1501.0,14.4
NW9  5,2244.0,13.9
NW9  6,1235.0,16.3
NW9  7,892.0,14.0
NW9  8,1477.0,14.7
NW9  9,1245.0,12.5
OL1  2,126.0,1.5
OL1  3,121.0,3.3
OL1  4,137.0,1.5
OL10 1,118.0,3.5
OL10 2,68.0,0.9
OL10 3,130.0,1.6
OL10 4,142.0,1.5
OL11 1,141.0,2.1
OL11 2,449.0,4.2
OL11 3,148.0,1.6
OL11 4,188.0,2.7
OL11 5,177.0,1.5
OL12 0,120.0,2.2
OL12 6,384.0,3.2
OL12 7,114.0,1.1
OL12 8,37.0,0.5
OL12 9,177.0,1.7
OL13 0,34.0,0.9
OL13 8,28.0,0.6
OL13 9,41.0,0.6
OL14 5,100.0,2.2
OL14 6,43.0,1.2
OL14 7,51.0,1.7
OL14 8,47.0,1.1
OL15 0,20.0,0.5
OL15 8,59.0,1.1
OL15 9,30.0,0.6
OL16 1,22.0,4.9
OL16 2,148.0,1.4
OL16 3,49.0,0.6
OL16 4,157.0,1.3
OL16 5,178.0,2.8
OL2  5,55.0,0.5
OL2  6,70.0,0.5
OL2  7,57.0,0.6
OL2  8,53.0,0.6
OL3  5,44.0,0.6
OL3  6,17.0,0.6
OL3  7,17.0,0.4
OL4  1,218.0,1.7
OL4  2,68.0,0.7
OL4  3,47.0,0.8
OL4  4,39.0,0.5
OL4  5,129.0,1.4
OL5  0,42.0,0.9
OL5  9,70.0,1.2
OL6  6,216.0,4.2
OL6  7,258.0,8.7
OL6  8,181.0,1.8
OL6  9,413.0,3.9
OL7  0,394.0,6.7
OL7  9,203.0,1.9
OL8  1,375.0,3.5
OL8  2,208.0,2.2
OL8  3,142.0,1.4
OL8  4,139.0,1.6
OL9  0,62.0,0.7
OL9  6,90.0,1.2
OL9  7,143.0,2.2
OL9  8,129.0,1.3
OL9  9,58.0,0.6
OX1  1,431.0,13.3
OX1  2,173.0,10.8
OX1  3,721.0,9.7
OX1  4,748.0,10.4
OX1  5,198.0,3.2
OX10 0,167.0,3.0
OX10 6,82.0,1.2
OX10 7,155.0,3.0
OX10 8,97.0,3.0
OX10 9,104.0,1.9
OX11 0,90.0,1.7
OX11 7,543.0,4.1
OX11 8,356.0,4.0
OX11 9,134.0,2.3
OX12 0,116.0,1.9
OX12 7,62.0,1.2
OX12 8,96.0,2.0
OX12 9,181.0,2.0
OX13 5,122.0,2.6
OX13 6,162.0,1.9
OX14 1,316.0,3.1
OX14 2,257.0,3.1
OX14 3,424.0,5.1
OX14 4,306.0,3.9
OX14 5,489.0,4.9
OX15 0,20.0,0.7
OX15 4,76.0,1.1
OX15 5,35.0,0.7
OX15 6,43.0,1.3
OX16 0,458.0,4.0
OX16 1,528.0,5.0
OX16 2,216.0,8.0
OX16 3,530.0,10.6
OX16 4,345.0,9.5
OX16 5,239.0,9.2
OX16 9,238.0,2.2
OX17 1,40.0,0.9
OX17 2,52.0,0.8
OX17 3,67.0,1.1
OX18 1,147.0,2.2
OX18 2,44.0,0.8
OX18 3,164.0,1.7
OX18 4,65.0,2.1
OX2  0,414.0,10.5
OX2  6,1198.0,11.1
OX2  7,865.0,9.2
OX2  8,420.0,7.0
OX2  9,474.0,5.0
OX20 1,167.0,3.5
OX25 1,50.0,2.1
OX25 2,35.0,1.4
OX25 3,13.0,2.5
OX25 4,25.0,2.0
OX25 5,66.0,3.7
OX25 6,24.0,2.2
OX26 1,9.0,1.1
OX26 2,241.0,2.6
OX26 3,320.0,4.6
OX26 4,202.0,3.5
OX26 5,11.0,0.9
OX26 6,481.0,5.1
OX27 0,9.0,0.9
OX27 7,28.0,1.3
OX27 8,47.0,1.6
OX27 9,11.0,2.0
OX28 1,259.0,3.3
OX28 2,17.0,2.0
OX28 3,72.0,2.3
OX28 4,45.0,2.8
OX28 5,345.0,3.7
OX28 6,185.0,3.8
OX29 0,17.0,1.2
OX29 4,94.0,1.7
OX29 5,12.0,0.9
OX29 6,40.0,1.6
OX29 7,49.0,1.4
OX29 8,112.0,1.7
OX29 9,21.0,0.9
OX3  0,926.0,8.3
OX3  7,1012.0,8.9
OX3  8,859.0,7.2
OX3  9,528.0,5.9
OX33 1,226.0,3.0
OX39 4,56.0,0.8
OX4  1,1154.0,8.9
OX4  2,1095.0,10.7
OX4  3,1387.0,11.3
OX4  4,830.0,6.3
OX4  6,442.0,5.7
OX4  7,326.0,5.9
OX44 7,129.0,2.4
OX44 9,59.0,2.1
OX49 5,84.0,1.9
OX5  1,414.0,3.4
OX5  2,213.0,2.5
OX5  3,30.0,1.0
OX7  3,67.0,1.3
OX7  4,29.0,2.0
OX7  5,160.0,2.0
OX7  6,107.0,1.7
OX7  7,23.0,1.2
OX9  2,93.0,2.7
OX9  3,168.0,1.8
OX9  7,21.0,2.0
PE1  1,113.0,16.6
PE1  2,2721.0,24.2
PE1  3,2916.0,21.3
PE1  4,2188.0,14.8
PE1  5,1738.0,19.9
PE10 0,145.0,1.4
PE10 9,219.0,1.9
PE11 1,1269.0,15.1
PE11 2,2369.0,18.3
PE11 3,803.0,6.0
PE11 4,177.0,2.1
PE12 0,76.0,1.2
PE12 6,318.0,3.4
PE12 7,378.0,4.7
PE12 8,109.0,2.4
PE12 9,360.0,3.2
PE13 1,466.0,15.5
PE13 2,1206.0,14.3
PE13 3,1730.0,15.5
PE13 4,102.0,1.6
PE13 5,103.0,1.8
PE14 0,196.0,3.6
PE14 7,73.0,1.2
PE14 8,71.0,1.3
PE14 9,45.0,1.1
PE15 0,132.0,1.4
PE15 8,408.0,3.9
PE15 9,279.0,2.7
PE16 6,309.0,3.0
PE19 1,220.0,3.2
PE19 2,253.0,2.5
PE19 5,79.0,1.2
PE19 6,149.0,1.9
PE19 7,121.0,2.3
PE19 8,208.0,2.9
PE2  5,1157.0,7.8
PE2  6,84.0,3.1
PE2  7,135.0,4.0
PE2  8,1260.0,9.5
PE2  9,1213.0,11.9
PE20 1,366.0,5.5
PE20 2,58.0,2.0
PE20 3,111.0,2.5
PE21 0,924.0,9.6
PE21 6,1105.0,35.2
PE21 7,743.0,8.3
PE21 8,3427.0,28.1
PE21 9,958.0,10.8
PE22 0,87.0,1.4
PE22 7,29.0,0.9
PE22 8,13.0,0.3
PE22 9,53.0,1.6
PE23 4,20.0,0.8
PE23 5,51.0,0.9
PE24 4,11.0,0.3
PE24 5,24.0,0.3
PE25 1,244.0,3.4
PE25 2,306.0,3.5
PE25 3,187.0,3.3
PE26 1,167.0,3.0
PE26 2,69.0,1.1
PE27 3,412.0,5.4
PE27 4,17.0,0.7
PE27 5,222.0,4.2
PE27 6,110.0,2.4
PE28 0,114.0,1.8
PE28 2,193.0,2.1
PE28 3,84.0,0.9
PE28 4,108.0,1.3
PE28 5,65.0,0.9
PE28 9,91.0,1.4
PE29 1,818.0,6.8
PE29 2,209.0,3.1
PE29 3,188.0,10.2
PE29 6,334.0,6.0
PE29 7,382.0,10.6
PE3  6,516.0,8.8
PE3  7,762.0,12.1
PE3  8,757.0,10.9
PE3  9,745.0,7.6
PE30 1,370.0,19.4
PE30 2,973.0,13.8
PE30 3,249.0,1.7
PE30 4,1178.0,9.1
PE30 5,1070.0,13.8
PE31 6,48.0,0.6
PE31 7,32.0,0.4
PE31 8,58.0,1.2
PE32 1,107.0,1.2
PE32 2,82.0,1.3
PE33 0,80.0,1.0
PE33 9,67.0,0.8
PE34 3,105.0,1.9
PE34 4,114.0,1.3
PE36 5,46.0,1.2
PE36 6,40.0,1.4
PE37 7,200.0,2.9
PE37 8,45.0,1.3
PE38 0,59.0,1.2
PE38 9,161.0,1.6
PE4  5,177.0,3.0
PE4  6,493.0,4.4
PE4  7,660.0,5.8
PE5  7,30.0,1.9
PE6  0,122.0,1.8
PE6  7,163.0,1.7
PE6  8,121.0,0.9
PE6  9,69.0,1.1
PE7  0,36.0,20.3
PE7  1,174.0,1.4
PE7  2,21.0,0.7
PE7  3,312.0,1.9
PE7  8,809.0,7.7
PE8  4,98.0,1.7
PE8  5,103.0,2.9
PE8  6,76.0,0.9
PE9  1,262.0,2.8
PE9  2,230.0,2.4
PE9  3,49.0,0.8
PE9  4,56.0,0.9
PL1  1,51.0,6.5
PL1  2,177.0,7.6
PL1  3,326.0,6.5
PL1  4,195.0,3.4
PL1  5,566.0,6.4
PL10 1,23.0,0.6
PL11 2,47.0,0.6
PL11 3,15.0,0.6
PL12 4,65.0,0.6
PL12 5,25.0,1.0
PL12 6,90.0,1.0
PL13 1,47.0,1.1
PL13 2,21.0,0.4
PL14 3,125.0,1.5
PL14 4,34.0,0.6
PL14 5,26.0,0.5
PL14 6,10.0,0.3
PL15 7,80.0,1.3
PL15 8,175.0,2.5
PL15 9,213.0,3.3
PL16 0,9.0,0.5
PL17 7,118.0,2.0
PL17 8,35.0,0.8
PL18 9,39.0,0.8
PL19 0,36.0,1.2
PL19 8,41.0,0.7
PL19 9,37.0,0.5
PL2  1,318.0,3.1
PL2  2,153.0,1.4
PL2  3,119.0,1.1
PL20 6,78.0,1.5
PL20 7,51.0,0.8
PL21 0,66.0,0.7
PL21 9,64.0,0.8
PL22 0,41.0,1.1
PL23 1,27.0,0.8
PL24 2,69.0,0.7
PL25 3,77.0,0.7
PL25 4,92.0,1.0
PL25 5,61.0,1.1
PL26 6,57.0,1.1
PL26 7,38.0,0.4
PL26 8,160.0,1.3
PL27 6,51.0,1.0
PL27 7,51.0,0.7
PL28 8,52.0,1.2
PL29 3,6.0,0.6
PL3  4,268.0,2.8
PL3  5,158.0,1.7
PL3  6,137.0,1.1
PL30 3,32.0,0.9
PL30 4,19.0,0.7
PL30 5,29.0,0.7
PL31 1,184.0,2.2
PL31 2,208.0,3.2
PL32 9,25.0,0.6
PL33 9,7.0,0.4
PL34 0,28.0,1.6
PL35 0,7.0,0.7
PL4  0,156.0,5.7
PL4  6,352.0,5.3
PL4  7,462.0,5.1
PL4  8,548.0,5.4
PL4  9,370.0,4.7
PL5  1,115.0,0.9
PL5  2,99.0,1.0
PL5  3,163.0,1.4
PL5  4,152.0,1.6
PL6  5,122.0,0.9
PL6  6,63.0,0.7
PL6  7,90.0,1.1
PL6  8,90.0,0.9
PL7  1,43.0,0.5
PL7  2,68.0,0.6
PL7  4,66.0,0.7
PL7  5,13.0,0.5
PL8  1,23.0,0.9
PL8  2,28.0,0.8
PL9  0,16.0,0.6
PL9  7,48.0,0.9
PL9  8,67.0,0.8
PL9  9,70.0,0.6
PO1  1,180.0,4.3
PO1  2,141.0,3.4
PO1  3,370.0,6.3
PO1  4,149.0,3.1
PO1  5,393.0,4.0
PO10 7,96.0,1.0
PO10 8,132.0,1.5
PO11 0,110.0,1.4
PO11 9,105.0,1.1
PO12 1,145.0,1.7
PO12 2,87.0,0.9
PO12 3,149.0,1.2
PO12 4,182.0,1.0
PO13 0,123.0,0.8
PO13 8,72.0,1.0
PO13 9,168.0,1.5
PO14 1,77.0,1.0
PO14 2,54.0,0.7
PO14 3,54.0,0.6
PO14 4,100.0,1.2
PO15 5,56.0,0.8
PO15 6,90.0,1.1
PO15 7,148.0,2.0
PO16 0,113.0,2.0
PO16 7,83.0,1.1
PO16 8,56.0,0.5
PO16 9,46.0,0.5
PO17 5,54.0,1.2
PO17 6,20.0,1.1
PO18 0,85.0,1.8
PO18 8,91.0,1.4
PO18 9,27.0,1.6
PO19 1,52.0,3.2
PO19 3,138.0,2.2
PO19 5,51.0,2.1
PO19 6,275.0,4.0
PO19 7,253.0,3.3
