postcode_sectors,code_constituency,turnout,women_age30to45,perc_eu,10to14%,15%,16to17%,18to19%,20to24%,25to29%,30to44%
SE10 8,E14000718,63.71,0.14733379769367697,6.9,3.8,0.6,1.4,1.6,5.9,10.8,32.3
SE3  9,E14000718,63.71,0.14733379769367697,6.9,5.2,1.1,1.9,1.4,4.7,7.6,27.8
SE7  7,E14000718,63.71,0.14733379769367697,7.7,5.7,1.1,2.5,2.2,8,9.4,27.7
SE7  8,E14000718,63.71,0.14733379769367697,6.7,6,1.1,2.4,2.4,7.7,7.7,23.6
SE18 7,E14000718,63.71,0.14733379769367697,8.1,6.3,1.2,2.7,2.9,9.3,9.5,25.5
SE18 9,E14000718,63.71,0.14733379769367697,NA,NA,NA,NA,NA,NA,NA,NA
SE18 5,E14000718,63.71,0.14733379769367697,7.6,7,1.2,2.4,2.7,8.5,8.8,26.5
SE28 0,E14000718,63.71,0.14733379769367697,13.4,5.4,0.9,1.9,2.4,8.6,12.2,31.1
SE18 6,E14000718,63.71,0.14733379769367697,12,5.4,0.9,1.7,2.3,9.6,14.3,32.4
SE18 1,E14000718,63.71,0.14733379769367697,7,5.9,1.5,2.3,2.7,9.8,9.5,26.4
SE18 3,E14000718,63.71,0.14733379769367697,6.5,6.8,1.2,2.7,2.1,6.3,6.8,25.8
SE18 4,E14000718,63.71,0.14733379769367697,7,6.5,1.4,2.8,3.7,9.5,11,28.2
SE18 2,E14000718,63.71,0.14733379769367697,4.5,6.2,1.5,2.8,2.4,6.6,7.2,23.5
SE13 7,E14000718,63.71,0.14733379769367697,10.6,4.6,1.2,2,2.2,8.7,13.5,29.3
SE8  3,E14000718,63.71,0.14733379769367697,10.4,5.8,1.2,2.4,5.5,12,11.8,26.5
SE8  4,E14000718,63.71,0.14733379769367697,10.9,4.5,1,2,2.6,10.9,11.6,28.7
SE10 0,E14000718,63.71,0.14733379769367697,10.7,3.6,0.9,1.6,2,9.6,13.9,32.1
SE10 1,E14000718,63.71,0.14733379769367697,NA,NA,NA,NA,NA,NA,NA,NA
SE7  9,E14000718,63.71,0.14733379769367697,NA,NA,NA,NA,NA,NA,NA,NA
N10  2,E14000752,72.91,0.1454121487699662,9.4,5.9,1.3,2.3,1.9,5.2,8.2,26.6
N22  7,E14000752,72.91,0.1454121487699662,10.4,5,0.9,2,1.8,4.9,9.1,30.4
N11  2,E14000752,72.91,0.1454121487699662,15.4,5.4,1.2,2.1,2.1,7.7,11.2,26.8
N10  1,E14000752,72.91,0.1454121487699662,10.3,6.6,1.6,2.4,1.9,5.9,9.6,27.1
N22  8,E14000752,72.91,0.1454121487699662,19.8,4.7,1,1.7,2.1,8.2,12.6,29.5
N22  9,E14000752,72.91,0.1454121487699662,NA,NA,NA,NA,NA,NA,NA,NA
N22  6,E14000752,72.91,0.1454121487699662,17.7,5.9,1,2.3,2.8,9.3,12.3,27.1
N22  5,E14000752,72.91,0.1454121487699662,22.1,5.8,0.9,2.2,2.3,8.9,12.4,28.2
N8   9,E14000752,72.91,0.1454121487699662,7.7,5,1,1.9,1.5,4.5,11.7,32.5
N8   8,E14000752,72.91,0.1454121487699662,8.3,4.3,1,1.5,1.6,5.5,13.4,30.4
N6   5,E14000752,72.91,0.1454121487699662,10.9,3.7,0.5,1.1,1.4,5.6,12.6,34.4
N4   4,E14000752,72.91,0.1454121487699662,8.7,5.3,1,1.8,1.7,5.6,13.4,32.4
N10  3,E14000752,72.91,0.1454121487699662,8.6,5.9,1.1,2.1,1.8,4.8,8.7,27.8
N2   9,E14000752,72.91,0.1454121487699662,8.3,6.6,1.3,2.4,1.7,5.2,7.7,24.6
N2   0,E14000752,72.91,0.1454121487699662,7.7,5.4,1,1.9,1.6,5.5,8.8,24.4
N6   4,E14000752,72.91,0.1454121487699662,8.7,5.3,0.9,1.6,1.5,4.1,7.2,26.9
N10  9,E14000752,72.91,0.1454121487699662,NA,NA,NA,NA,NA,NA,NA,NA
N8   7,E14000752,72.91,0.1454121487699662,8.4,5,1.1,2,1.9,5.4,10.4,30.7
N8   0,E14000752,72.91,0.1454121487699662,19.5,3.9,0.9,1.4,1.8,9.8,15,30.9
N81  1,E14000752,72.91,0.1454121487699662,NA,NA,NA,NA,NA,NA,NA,NA
N4   3,E14000752,72.91,0.1454121487699662,10.5,4.6,0.8,1.5,1.6,8.3,16.5,30
N17  7,E14000752,72.91,0.1454121487699662,11.2,9.9,1.9,3.5,2.9,6.8,6.9,22.3
NW6  7,E14000727,67.29,0.14504170528266913,14.4,3.7,0.6,1.4,1.4,7.5,14.4,31.4
NW10 3,E14000727,67.29,0.14504170528266913,13.8,5.7,0.9,2.4,2,6.2,10.2,25.2
NW2  5,E14000727,67.29,0.14504170528266913,20.8,4.1,0.8,1.7,1.9,9.8,15.7,28
NW2  4,E14000727,67.29,0.14504170528266913,15.3,3.5,0.7,1.7,2.2,8.4,16.2,26.8
NW10 2,E14000727,67.29,0.14504170528266913,18.3,6.4,1.1,2.5,2.3,8.3,11.8,26.5
NW6  5,E14000727,67.29,0.14504170528266913,10.7,6.6,1.4,2.3,2.1,7.4,9.6,25.4
NW8  9,E14000727,67.29,0.14504170528266913,14.8,3.5,0.6,1.4,1.3,6.4,12.2,30.6
N8   1,E14000727,67.29,0.14504170528266913,NA,NA,NA,NA,NA,NA,NA,NA
NW6  1,E14000727,67.29,0.14504170528266913,12.7,2.6,0.5,1.3,1.2,6.3,16,34.9
NW6  9,E14000727,67.29,0.14504170528266913,NA,NA,NA,NA,NA,NA,NA,NA
NW6  6,E14000727,67.29,0.14504170528266913,13,4.2,0.8,1.4,1.4,6,13.7,30.8
NW6  3,E14000727,67.29,0.14504170528266913,15.2,3.2,0.7,0.9,0.9,5.8,16.6,35.3
NW8  1,E14000727,67.29,0.14504170528266913,NA,NA,NA,NA,NA,NA,NA,NA
NW8  0,E14000727,67.29,0.14504170528266913,11.5,6.4,1.2,2.3,1.8,5.5,9.2,25.7
N8   0,E14000727,67.29,0.14504170528266913,19.5,3.9,0.9,1.4,1.8,9.8,15,30.9
N8   9,E14000727,67.29,0.14504170528266913,7.7,5,1,1.9,1.5,4.5,11.7,32.5
NW6  4,E14000727,67.29,0.14504170528266913,11.3,4,0.8,1.5,1.2,7.5,15,30.1
N8   8,E14000727,67.29,0.14504170528266913,8.3,4.3,1,1.5,1.6,5.5,13.4,30.4
W9   2,E14000727,67.29,0.14504170528266913,15.6,3.7,0.7,1.5,1.5,5.8,14.7,34.8
N8   7,E14000727,67.29,0.14504170528266913,8.4,5,1.1,2,1.9,5.4,10.4,30.7
NW8  6,E14000727,67.29,0.14504170528266913,8.9,4.4,1,1.9,1.6,5.9,7.6,23.4
NW8  8,E14000727,67.29,0.14504170528266913,10.6,7.3,1.4,2.7,2.5,7.2,8.3,21.7
NW8  7,E14000727,67.29,0.14504170528266913,13.4,4.6,0.8,1.7,1.9,5.7,9.7,27.3
NW6  2,E14000727,67.29,0.14504170528266913,10.3,3.3,0.7,1.6,1.8,7.5,17.6,31.5
NW10 5,E14000727,67.29,0.14504170528266913,14.3,4.4,1,1.9,1.7,6.9,12.4,29.9
W10  4,E14000727,67.29,0.14504170528266913,9.6,6.9,1.6,2.7,2.3,7,9,26.4
W9   3,E14000727,67.29,0.14504170528266913,12.7,5.2,0.9,2.1,1.9,7.3,11.4,31
NW3  4,E14000727,67.29,0.14504170528266913,14.4,2.2,0.6,0.9,1,4.6,12.2,35.6
NW3  3,E14000727,67.29,0.14504170528266913,11.1,5.2,1,1.6,1.6,4.9,10,27.8
NW3  5,E14000727,67.29,0.14504170528266913,16,3.8,0.5,1,1,5.8,11.2,30.6
NW2  3,E14000727,67.29,0.14504170528266913,17,4.3,0.8,1.7,1.9,8.6,16.5,30.4
NW3  7,E14000727,67.29,0.14504170528266913,11.9,5.1,0.9,1.7,4.7,6,6.6,22.9
NW2  2,E14000727,67.29,0.14504170528266913,14.9,5.4,1.2,2.2,2.1,7.9,11.4,25
NW3  6,E14000727,67.29,0.14504170528266913,13.1,5.3,0.8,1.7,2.8,6.8,11.1,27.1
NW3  1,E14000727,67.29,0.14504170528266913,13.5,4.3,0.7,1.3,1,3.3,7.5,29.6
NW3  9,E14000727,67.29,0.14504170528266913,NA,NA,NA,NA,NA,NA,NA,NA
NW3  2,E14000727,67.29,0.14504170528266913,10.9,4.6,1,1.9,1.5,5.2,10.6,29.3
W9   1,E14000727,67.29,0.14504170528266913,16.9,4,0.7,1.5,1.2,4.6,11,32.5
NW8  9,E14001036,63.37,0.14390821990781844,14.8,3.5,0.6,1.4,1.3,6.4,12.2,30.6
NW8  0,E14001036,63.37,0.14390821990781844,11.5,6.4,1.2,2.3,1.8,5.5,9.2,25.7
NW8  6,E14001036,63.37,0.14390821990781844,8.9,4.4,1,1.9,1.6,5.9,7.6,23.4
W9   1,E14001036,63.37,0.14390821990781844,16.9,4,0.7,1.5,1.2,4.6,11,32.5
NW6  5,E14001036,63.37,0.14390821990781844,10.7,6.6,1.4,2.3,2.1,7.4,9.6,25.4
W2   5,E14001036,63.37,0.14390821990781844,17.6,4.8,0.9,1.6,1.7,6,12.3,30.9
W2   6,E14001036,63.37,0.14390821990781844,19.4,3.7,0.7,1.3,1.9,7.8,15.2,31.1
W11  2,E14001036,63.37,0.14390821990781844,16.7,4.4,0.7,1.5,1.4,4.9,11.6,29.8
W2   4,E14001036,63.37,0.14390821990781844,26.5,2.1,0.3,0.5,1.6,9.4,18,35
NW8  8,E14001036,63.37,0.14390821990781844,10.6,7.3,1.4,2.7,2.5,7.2,8.3,21.7
NW1  6,E14001036,63.37,0.14390821990781844,18.3,2.9,0.3,1.1,1.7,10.4,16.7,30.2
W2   1,E14001036,63.37,0.14390821990781844,17.2,5,0.9,2.1,4.5,9.9,12.4,27.1
NW1  5,E14001036,63.37,0.14390821990781844,19.7,3,0.6,1.7,2,13.1,15.8,29
W9   3,E14001036,63.37,0.14390821990781844,12.7,5.2,0.9,2.1,1.9,7.3,11.4,31
W9   2,E14001036,63.37,0.14390821990781844,15.6,3.7,0.7,1.5,1.5,5.8,14.7,34.8
W10  4,E14001036,63.37,0.14390821990781844,9.6,6.9,1.6,2.7,2.3,7,9,26.4
W2   3,E14001036,63.37,0.14390821990781844,28.5,1.7,0.3,0.7,1.5,9.9,20,36.7
W10  5,E14001036,63.37,0.14390821990781844,10.7,6.6,1.6,2.9,2.2,6.9,9.4,25.2
NW8  7,E14001036,63.37,0.14390821990781844,13.4,4.6,0.8,1.7,1.9,5.7,9.7,27.3
NW1  4,E14001036,63.37,0.14390821990781844,11.6,4.3,0.7,1.7,2.5,7.4,9,25.1
W11  1,E14001036,63.37,0.14390821990781844,12.8,5,1.1,1.9,1.9,6.3,11.4,27.7
NA,E14000553,61.73,0.13953181897000175,NA,NA,NA,NA,NA,NA,NA,NA
E2   0,E14000555,63.97,0.13930328387221325,9.2,5.4,1.1,1.8,2,10.7,17.6,28.7
E1   4,E14000555,63.97,0.13930328387221325,8,5.6,1.1,2.3,8.9,17.1,12.5,21
E2   9,E14000555,63.97,0.13930328387221325,8.4,5.3,1.2,2.1,2,10.7,15.5,28.6
E1   5,E14000555,63.97,0.13930328387221325,9.1,5.1,1.1,2.1,4.2,15.8,16.8,24.4
E3   2,E14000555,63.97,0.13930328387221325,8.5,4.6,0.8,1.5,2.1,12.9,18.5,27.5
E3   5,E14000555,63.97,0.13930328387221325,6.5,5.4,1,1.8,2.3,10.7,13.4,25
E9   5,E14000555,63.97,0.13930328387221325,7.2,7,1.4,2.5,2.3,7.8,10.8,24.9
E3   9,E14000555,63.97,0.13930328387221325,NA,NA,NA,NA,NA,NA,NA,NA
E15  2,E14000555,63.97,0.13930328387221325,17,4.8,0.9,1.5,2,13.5,18.9,27.6
E20  2,E14000555,63.97,0.13930328387221325,NA,NA,NA,NA,NA,NA,NA,NA
E3   3,E14000555,63.97,0.13930328387221325,6.5,7,1.4,2.6,2.9,11.7,13.2,25.6
E9   7,E14000555,63.97,0.13930328387221325,7.7,5.7,1,1.9,2.7,7.9,12.6,28.5
E3   4,E14000555,63.97,0.13930328387221325,7.2,6.3,1.3,2.3,2.6,13.7,14.7,24.5
E14  7,E14000555,63.97,0.13930328387221325,7.3,7.2,1.4,2.5,2.6,10.9,13.2,26.5
E1   3,E14000555,63.97,0.13930328387221325,7.5,6.3,1.2,2.7,3.1,12.5,13.3,23.7
E1   0,E14000555,63.97,0.13930328387221325,6.8,7.4,1.2,2.5,3.1,11.8,11.5,23.6
E2   7,E14000555,63.97,0.13930328387221325,10.1,4.7,1,1.7,1.8,11.2,16.4,28.7
E2   2,E14000555,63.97,0.13930328387221325,NA,NA,NA,NA,NA,NA,NA,NA
E2   6,E14000555,63.97,0.13930328387221325,9.6,5,1.1,1.5,2.7,14,18.3,26.5
E2   8,E14000555,63.97,0.13930328387221325,11.1,4.7,1,2.1,1.9,10.7,18.3,28.8
E9   9,E14000555,63.97,0.13930328387221325,NA,NA,NA,NA,NA,NA,NA,NA
E8   4,E14000555,63.97,0.13930328387221325,9.8,5.3,1.1,2.1,2,9.5,15.2,28.6
E1   1,E14000555,63.97,0.13930328387221325,11.5,3.6,1,1.7,2.3,17,22.9,25.4
E9   6,E14000555,63.97,0.13930328387221325,8.5,6.5,1.3,2.2,2.6,8.5,11.5,26.9
E8   3,E14000555,63.97,0.13930328387221325,10,4.4,0.9,1.8,1.8,7.7,16.2,30.4
E8   9,E14000555,63.97,0.13930328387221325,NA,NA,NA,NA,NA,NA,NA,NA
E8   1,E14000555,63.97,0.13930328387221325,9.3,4.4,0.7,2,1.8,8.6,16,31.3
E1   6,E14000555,63.97,0.13930328387221325,16.7,2.7,0.6,1,2,14.5,23.7,32
E1   7,E14000555,63.97,0.13930328387221325,18.2,2.4,0.5,1.2,3,17,22.8,29
EC2M 4,E14000555,63.97,0.13930328387221325,NA,NA,NA,NA,NA,NA,NA,NA
E1   2,E14000555,63.97,0.13930328387221325,8.2,5.6,1.1,2,3.4,13.5,15.2,26.3
E1   8,E14000555,63.97,0.13930328387221325,13.4,3.7,0.8,1.5,1.8,13,18.4,29.7
E1W  9,E14000555,63.97,0.13930328387221325,NA,NA,NA,NA,NA,NA,NA,NA
E1W  1,E14000555,63.97,0.13930328387221325,16.1,2,0.5,1,0.9,6.7,15.7,35.3
E1W  2,E14000555,63.97,0.13930328387221325,15.6,2.2,0.5,0.7,1,9.5,20.3,36.7
EC3N 4,E14000555,63.97,0.13930328387221325,NA,NA,NA,NA,NA,NA,NA,NA
NA,E14000615,62.31,0.13917670545548394,NA,NA,NA,NA,NA,NA,NA,NA
W14  0,E14000726,66.37,0.13859102668845316,17.5,3.4,0.6,1.4,1.6,7.2,15.8,32.7
W12  8,E14000726,66.37,0.13859102668845316,13,3.3,0.7,1.5,1.7,9.9,16.3,30.7
W6   7,E14000726,66.37,0.13859102668845316,15.5,4.4,1.1,1.4,1.8,11.3,13.3,30
W12  9,E14000726,66.37,0.13859102668845316,12.6,4.6,0.9,1.7,2,8.3,11.9,29.7
W3   7,E14000726,66.37,0.13859102668845316,15.4,5.4,1.2,2.1,2,9.5,13.1,27.6
W6   8,E14000726,66.37,0.13859102668845316,13.8,3.2,0.7,1.3,2.3,14.1,16.6,26.7
W14  8,E14000726,66.37,0.13859102668845316,17.9,5.2,0.8,1.7,1.6,7.5,11.9,28.7
W14  9,E14000726,66.37,0.13859102668845316,16.6,3.1,0.7,1.4,1.8,11.9,17.9,31.7
W14  4,E14000726,66.37,0.13859102668845316,NA,NA,NA,NA,NA,NA,NA,NA
W12  7,E14000726,66.37,0.13859102668845316,11.9,5.9,1.2,2.2,2.4,8.8,12.7,25.7
W12  0,E14000726,66.37,0.13859102668845316,11.1,5.9,1.3,2.3,2.4,8.7,11.5,26.5
NW10 6,E14000726,66.37,0.13859102668845316,17.6,5,1,1.7,1.6,7.4,11,30.8
NW10 4,E14000726,66.37,0.13859102668845316,18,6.1,1.2,2.6,2.1,6.9,10.3,27.1
W10  6,E14000726,66.37,0.13859102668845316,11.9,5.4,1,2.3,2,6.2,9,25.8
NW10 5,E14000726,66.37,0.13859102668845316,14.3,4.4,1,1.9,1.7,6.9,12.4,29.9
W6   9,E14000726,66.37,0.13859102668845316,12.5,3.8,1,1.6,2.1,10.4,13.5,26.2
SW6  7,E14000726,66.37,0.13859102668845316,14.6,3.9,0.8,1.6,2,10.9,15.7,28.3
SW6  6,E14000726,66.37,0.13859102668845316,14.1,3.8,0.6,1.2,1.4,9.4,13.6,29.4
W6   0,E14000726,66.37,0.13859102668845316,11.1,4.4,0.8,1.6,1.4,7.6,11.4,29.7
W6   6,E14000726,66.37,0.13859102668845316,NA,NA,NA,NA,NA,NA,NA,NA
SW6  1,E14000726,66.37,0.13859102668845316,15.5,3.1,0.7,1.3,2,11.4,16.1,28.7
W4   2,E14000726,66.37,0.13859102668845316,10.6,4.5,0.7,1.7,1.4,5.2,9.3,28.1
W11  4,E14000726,66.37,0.13859102668845316,11.1,5.6,1,2.2,1.9,5.7,8.3,24
N7   6,E14000763,67.14,0.13774833296000827,13,3.2,0.9,1.4,1.8,12.4,17.3,29.9
N7   7,E14000763,67.14,0.13774833296000827,9.5,6.2,1.4,2.1,2.4,7.7,13.1,24.9
N4   3,E14000763,67.14,0.13774833296000827,10.5,4.6,0.8,1.5,1.6,8.3,16.5,30
N4   2,E14000763,67.14,0.13774833296000827,11.6,4.4,1,2,2.1,9.5,16.7,30
N5   2,E14000763,67.14,0.13774833296000827,8.4,4,0.8,1.7,1.9,7,14.1,30.4
N5   1,E14000763,67.14,0.13774833296000827,8.6,3.5,0.8,1.8,1.4,7.6,18,31.3
N16  9,E14000763,67.14,0.13774833296000827,8.8,4.3,0.9,1.7,1.7,6.4,13.9,33.1
N7   8,E14000763,67.14,0.13774833296000827,9,4.6,0.8,2,2.1,10.5,17,29.5
N1   2,E14000763,67.14,0.13774833296000827,8.9,4.6,0.9,1.6,1.6,8,14.4,29.1
N5   9,E14000763,67.14,0.13774833296000827,NA,NA,NA,NA,NA,NA,NA,NA
N19  3,E14000763,67.14,0.13774833296000827,8.2,5.5,1,2.1,2,8.2,11.9,27.2
N4   4,E14000763,67.14,0.13774833296000827,8.7,5.3,1,1.8,1.7,5.6,13.4,32.4
N6   5,E14000763,67.14,0.13774833296000827,10.9,3.7,0.5,1.1,1.4,5.6,12.6,34.4
N8   9,E14000763,67.14,0.13774833296000827,7.7,5,1,1.9,1.5,4.5,11.7,32.5
N19  4,E14000763,67.14,0.13774833296000827,9.5,5.4,1,1.9,1.8,8.3,12.5,26.7
N19  5,E14000763,67.14,0.13774833296000827,8.7,4.8,0.9,1.8,1.6,7.4,12,29.1
N7   0,E14000763,67.14,0.13774833296000827,12.1,3.7,0.9,1.7,3,11.6,14.3,28.2
NW5  1,E14000763,67.14,0.13774833296000827,7.3,5.1,1.2,2.3,1.8,5.9,10.1,25
N15  4,E14000763,67.14,0.13774833296000827,18.2,5.7,1,2.1,2.8,8.8,11.4,27.6
N4   9,E14000763,67.14,0.13774833296000827,NA,NA,NA,NA,NA,NA,NA,NA
N15  9,E14000763,67.14,0.13774833296000827,NA,NA,NA,NA,NA,NA,NA,NA
N15  6,E14000763,67.14,0.13774833296000827,16.1,8.4,1.5,2.6,2.4,6.7,9.7,24.5
N15  5,E14000763,67.14,0.13774833296000827,20.5,6.6,1.4,2.5,2.4,7.3,9.8,28.8
N15  3,E14000763,67.14,0.13774833296000827,21.5,4.7,0.8,1.9,1.8,9.5,13.5,29.8
N1   4,E14000763,67.14,0.13774833296000827,9.2,3.7,0.8,1.4,1.6,8.9,18.8,29.9
N16  8,E14000763,67.14,0.13774833296000827,8.6,5,1.2,2,2.2,7.3,13.4,29.8
E8   2,E14000763,67.14,0.13774833296000827,10.1,5,0.9,2.1,1.7,9.2,16.5,30.6
N19  9,E14000763,67.14,0.13774833296000827,NA,NA,NA,NA,NA,NA,NA,NA
N7   1,E14000763,67.14,0.13774833296000827,NA,NA,NA,NA,NA,NA,NA,NA
N7   9,E14000763,67.14,0.13774833296000827,10.4,4.9,0.8,1.9,3.1,12.3,14,24.6
N6   9,E14000763,67.14,0.13774833296000827,NA,NA,NA,NA,NA,NA,NA,NA
N6   4,E14000763,67.14,0.13774833296000827,8.7,5.3,0.9,1.6,1.5,4.1,7.2,26.9
N6   6,E14000763,67.14,0.13774833296000827,8.3,5.2,1.1,1.9,1.2,3.7,6.8,22.5
SE3  0,E14000787,64.14,0.13762017050607656,6,4.3,1.1,1.4,1.5,5.1,9.4,28.4
SE10 8,E14000787,64.14,0.13762017050607656,6.9,3.8,0.6,1.4,1.6,5.9,10.8,32.3
SE3  9,E14000787,64.14,0.13762017050607656,6.9,5.2,1.1,1.9,1.4,4.7,7.6,27.8
SE13 5,E14000787,64.14,0.13762017050607656,9,4.1,0.8,2,1.4,7,11,31.3
SE13 7,E14000787,64.14,0.13762017050607656,10.6,4.6,1.2,2,2.2,8.7,13.5,29.3
SE3  7,E14000787,64.14,0.13762017050607656,7,3.9,0.8,1.7,1.8,5.7,9.3,30.8
SE3  3,E14000787,64.14,0.13762017050607656,NA,NA,NA,NA,NA,NA,NA,NA
SE12 8,E14000787,64.14,0.13762017050607656,6.5,4.7,0.9,2.1,1.8,5.3,7.8,25.5
SE3  8,E14000787,64.14,0.13762017050607656,6.1,5.8,1.1,2.4,2.2,6.1,7,23.8
SE6  1,E14000787,64.14,0.13762017050607656,6.2,7.2,1.7,3.3,2.7,6.5,6.4,23
SE6  2,E14000787,64.14,0.13762017050607656,8.9,6,1.3,2.9,2.5,6.9,7.7,23.9
SE6  9,E14000787,64.14,0.13762017050607656,NA,NA,NA,NA,NA,NA,NA,NA
SE6  4,E14000787,64.14,0.13762017050607656,9.2,5.2,1.1,2.5,1.9,6.1,8.6,26.2
SE6  3,E14000787,64.14,0.13762017050607656,5.9,7,1.6,3.1,2.6,6.2,6.9,23.2
BR1  4,E14000787,64.14,0.13762017050607656,4.7,6.2,1.1,2.5,2.2,5.5,6.7,23
BR1  5,E14000787,64.14,0.13762017050607656,5.2,7.4,1.4,2.9,2.7,5.9,6.1,21.7
SE12 0,E14000787,64.14,0.13762017050607656,6.7,5.9,1.2,2.5,2.6,5.9,7.9,25.3
SE12 9,E14000787,64.14,0.13762017050607656,6.6,6.4,1.5,2.6,2.7,6.2,7.4,22.8
SE9  4,E14000787,64.14,0.13762017050607656,4.3,6.8,1.2,2.7,2.6,6.4,6.6,21.8
SE13 6,E14000787,64.14,0.13762017050607656,10.4,4.3,1.1,2.3,2,6.9,12.8,31.2
SW19 2,E14000823,65.92,0.1367193350307024,16.3,3,0.6,1.6,1.6,8.8,16,32.4
SW17 9,E14000823,65.92,0.1367193350307024,14.1,4.6,1,1.8,1.9,7.8,12.9,30.2
CR4  3,E14000823,65.92,0.1367193350307024,13.4,6.6,1.4,2.9,2.6,7.4,9.5,26.2
SW19 1,E14000823,65.92,0.1367193350307024,12.1,3,0.5,1,0.7,6.5,17.6,37.4
CR4  4,E14000823,65.92,0.1367193350307024,8.8,5.9,1.5,2.5,2.1,6.8,8.9,24.2
CR4  9,E14000823,65.92,0.1367193350307024,NA,NA,NA,NA,NA,NA,NA,NA
CR4  1,E14000823,65.92,0.1367193350307024,8.6,7.1,1.5,3.4,3,6.9,7.3,21.5
CR4  2,E14000823,65.92,0.1367193350307024,15.5,5.6,1.2,2.7,2.4,7.2,10.4,25.4
SM4  5,E14000823,65.92,0.1367193350307024,12.3,6.3,1.3,2.7,2.4,6.6,8.2,24.7
SW16 6,E14000823,65.92,0.1367193350307024,14.3,5.5,1.2,2.2,2.8,7.3,10.5,28.9
SW16 5,E14000823,65.92,0.1367193350307024,17.6,5.7,1.3,2.3,2.1,7.4,10.6,25.9
SW16 4,E14000823,65.92,0.1367193350307024,10.7,6.2,1.4,2.8,2.7,7.2,8.8,21.5
SM4  4,E14000823,65.92,0.1367193350307024,6.9,5.8,1.2,2.6,2.3,5.7,6.3,21.2
SM3  9,E14000823,65.92,0.1367193350307024,3.7,7.3,1.4,3.2,2.4,5.7,5.4,20.4
SW20 9,E14000823,65.92,0.1367193350307024,8.3,5.1,1.2,2.3,1.8,5.5,7.8,24.9
CR7  6,E14000823,65.92,0.1367193350307024,6.2,7.8,1.6,3.3,2.8,7.6,7.2,20.2
SM4  6,E14000823,65.92,0.1367193350307024,8.9,6.7,1.3,2.5,2.6,6.4,7.6,23.9
SM4  9,E14000823,65.92,0.1367193350307024,NA,NA,NA,NA,NA,NA,NA,NA
NA,E14000790,63.02,0.13652240624576922,NA,NA,NA,NA,NA,NA,NA,NA
SL2  1,E14000930,55.89,0.13589335735701918,12.5,7.5,1.5,2.9,2.6,6.7,8.4,24.6
SL1  3,E14000930,55.89,0.13589335735701918,13.3,6.7,1.1,2.6,2.4,8.1,11.3,24.7
SL1  4,E14000930,55.89,0.13589335735701918,25.1,6,1.1,2.5,1.3,9.8,10.1,34.5
SL2  2,E14000930,55.89,0.13589335735701918,7.7,6.8,1.6,2.9,2.3,6,6.9,23.7
SL2  3,E14000930,55.89,0.13589335735701918,2.7,7.6,1.3,2.3,2,4.5,4,18.5
SL1  2,E14000930,55.89,0.13589335735701918,15,5.7,1,2.3,2.2,7.7,11.7,26.8
SL1  0,E14000930,55.89,0.13589335735701918,NA,NA,NA,NA,NA,NA,NA,NA
SL1  8,E14000930,55.89,0.13589335735701918,2.4,5.5,1.2,2.8,2,4.4,5,17.1
SL1  1,E14000930,55.89,0.13589335735701918,17.4,4.5,1,1.9,1.9,8.1,14.7,28.7
SL2  5,E14000930,55.89,0.13589335735701918,11,6.8,1.3,3,2.7,7.6,9.7,23.3
SL1  5,E14000930,55.89,0.13589335735701918,7.2,6.9,1.5,2.5,2.3,5.4,8.1,27.7
SL0  1,E14000930,55.89,0.13589335735701918,NA,NA,NA,NA,NA,NA,NA,NA
SL0  0,E14000930,55.89,0.13589335735701918,1.9,5.7,1.3,3.1,2.2,5.1,5.8,20
SL1  9,E14000930,55.89,0.13589335735701918,13.3,4.7,0.4,1.8,1.4,4.7,12.8,33.7
SL3  8,E14000930,55.89,0.13589335735701918,8.2,6.4,1.1,2.6,2,6.2,8.5,25.7
SL3  3,E14000930,55.89,0.13589335735701918,NA,NA,NA,NA,NA,NA,NA,NA
SL0  9,E14000930,55.89,0.13589335735701918,2.5,5.4,1.4,2.9,2.3,5.9,6.1,19.8
SL1  6,E14000930,55.89,0.13589335735701918,6.1,6.1,1.3,2.1,2,6.4,9.1,25.5
SL3  7,E14000930,55.89,0.13589335735701918,5.6,6.8,1.4,3.2,2,6,7.6,23.9
SL3  6,E14000930,55.89,0.13589335735701918,3.3,5.3,1.2,2,1.8,4.1,5,17.2
SL3  9,E14000930,55.89,0.13589335735701918,5.2,5.4,1.1,2.5,1.6,4.9,6.9,24.8
SL1  7,E14000930,55.89,0.13589335735701918,2.9,6.5,1.4,2.7,2.3,5,5.3,21.4
SL2  4,E14000930,55.89,0.13589335735701918,3.6,5.3,1,2.9,2.3,5.9,6.9,20.2
SL3  0,E14000930,55.89,0.13589335735701918,10.2,4.5,0.9,2.1,2.2,7.2,9.6,29.2
SL95 1,E14000930,55.89,0.13589335735701918,NA,NA,NA,NA,NA,NA,NA,NA
SL4  6,E14000930,55.89,0.13589335735701918,4.8,8.6,3.9,8.6,4,4,5.9,18.8
SL6  0,E14000930,55.89,0.13589335735701918,3.3,5,1.3,1.8,1.6,5,4.8,20.5
TW8  9,E14000593,67.79,0.13556630654161225,14.6,4.1,1.1,1.9,6.1,13.3,10.6,23.3
TW8  0,E14000593,67.79,0.13556630654161225,11.7,4.8,1.1,1.7,1.6,6.6,11.7,28.7
W3   8,E14000593,67.79,0.13556630654161225,16.5,5.8,1.2,1.9,1.9,7.7,10.9,25.9
