postcode_sectors,code_constituency,turnout,women_age30to45,perc_eu,10to14%,15%,16to17%,18to19%,20to24%,25to29%,30to44%,All residents,WhiteTot,White%,MixedTot,Mixed%,Asian/Asian British,Asian/Asian British%,Black/African/Carribean/Black British,Black/African/Carribean/Black British%
HA3  6,E14000732,66.91,12.50608,5.7,6.3,1.2,3.1,2.5,6.8,6.5,18.4,8913,4691,52.6,384,4.3,2715,30.5,814,9.1
HA3  5,E14000732,66.91,12.50608,8.5,6.6,1.4,2.9,2.6,7.4,9.2,23.2,10451,4036,38.6,562,5.4,3975,38,1440,13.8
HA1  9,E14000732,66.91,12.50608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HA3  8,E14000732,66.91,12.50608,7.2,5.8,1.4,2.6,2.4,8,9.3,20,11810,3287,27.8,355,3,7074,59.9,845,7.2
HA1  3,E14000732,66.91,12.50608,8.3,5.6,2.1,4.1,4.4,8.5,10.1,23.5,10733,5038,46.9,444,4.1,4145,38.6,754,7
HA3  0,E14000732,66.91,12.50608,8.7,5.3,1.1,2.4,2.4,7.2,9.7,19.6,11086,3527,31.8,280,2.5,6240,56.3,518,4.7
HA2  9,E14000732,66.91,12.50608,9.3,6.9,1.5,2.9,2.3,6.4,7.4,23.1,15078,4826,32,597,4,7969,52.9,1283,8.5
HA2  0,E14000732,66.91,12.50608,8.6,6.9,1.3,2.8,2.6,6.8,8.1,25.1,10856,4017,37,597,5.5,4405,40.6,1416,13
HA1  4,E14000732,66.91,12.50608,9.5,5.9,1.2,2.4,2.2,7.1,8.9,25.2,13518,6390,47.3,712,5.3,4801,35.5,1227,9.1
HA3  9,E14000732,66.91,12.50608,11.2,6.4,1.2,2.6,2.6,8.6,9.3,21.2,15353,4066,26.5,465,3,8985,58.5,1291,8.4
HA2  6,E14000732,66.91,12.50608,5.8,6.7,1.5,3,2.3,6.2,6.9,21.5,8285,3639,43.9,377,4.6,3361,40.6,658,7.9
HA2  8,E14000732,66.91,12.50608,10.3,6.8,1.5,3,2.2,6.5,8.2,23.1,13384,4448,33.2,633,4.7,6469,48.3,1464,10.9
HA2  7,E14000732,66.91,12.50608,6.5,5.6,1.3,2.9,2.1,5.9,7.1,20.5,7665,3157,41.2,296,3.9,3628,47.3,398,5.2
UB6  0,E14000732,66.91,12.50608,18.8,5.7,1.3,2.3,2.1,7,10.2,24,12639,5568,44.1,392,3.1,4700,37.2,1346,10.6
HA5  5,E14000732,66.91,12.50608,5,5.7,1.1,2.6,2.1,5.1,5.6,20.6,7742,4313,55.7,280,3.6,2713,35,289,3.7
HA5  4,E14000732,66.91,12.50608,4.3,5.6,1.2,2.6,1.7,5,6,18.4,8766,5084,58,273,3.1,3035,34.6,245,2.8
HA3  7,E14000732,66.91,12.50608,9.4,6.4,1.3,2.9,2.4,7.1,8.2,23.2,11941,4703,39.4,476,4,4532,38,1725,14.4
HA4  0,E14000732,66.91,12.50608,4.4,6.5,1.3,3.1,2.4,5.7,5.9,22.4,9588,7558,78.8,363,3.8,1168,12.2,364,3.8
UB5  4,E14000732,66.91,12.50608,13.1,6.4,1.3,2.8,2.2,6.7,8.1,25.2,16225,7555,46.6,686,4.2,4827,29.8,2477,15.3
TS26 9,E14000733,56.45,9.6743676,0.6,6.8,1.5,3.2,3.4,6.9,6.3,18.1,7153,6805,95.1,61,0.9,256,3.6,20,0.3
TS25 5,E14000733,56.45,9.6743676,0.5,5.6,1.1,2.6,2.6,6.7,6,17.6,10403,10284,98.9,45,0.4,55,0.5,8,0.1
TS24 7,E14000733,56.45,9.6743676,1.9,6.4,1,2.5,2.1,8.1,7,16.7,1320,1249,94.6,15,1.1,44,3.3,10,0.8
TS26 0,E14000733,56.45,9.6743676,0.3,6.3,1.2,2.9,2.3,5,5.3,20.2,12751,12419,97.4,83,0.7,216,1.7,19,0.1
TS24 4,E14000733,56.45,9.6743676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TS26 8,E14000733,56.45,9.6743676,1.5,5,1.4,2.5,2.8,8.9,8.1,19.7,5546,5231,94.3,26,0.5,231,4.2,46,0.8
TS24 0,E14000733,56.45,9.6743676,0.6,5.3,1.2,2.4,2.7,7.7,7.5,19,6441,6278,97.5,56,0.9,94,1.5,7,0.1
TS25 1,E14000733,56.45,9.6743676,0.6,6,1.4,2.7,2.7,6,5.9,18.2,9183,9037,98.4,51,0.6,60,0.7,8,0.1
TS25 2,E14000733,56.45,9.6743676,0.1,5.4,1.3,2.9,2.2,4.3,3.7,14.8,7798,7748,99.4,26,0.3,19,0.2,2,0
TS24 8,E14000733,56.45,9.6743676,1,6.6,1.3,3.1,2.7,8.6,7.2,18.8,6147,5968,97.1,39,0.6,111,1.8,21,0.3
TS27 4,E14000733,56.45,9.6743676,0.2,5.7,1.2,2,2.4,5.4,5.4,17.6,6938,6845,98.7,39,0.6,40,0.6,5,0.1
TS24 9,E14000733,56.45,9.6743676,0.4,6.8,1.5,2.8,2.7,6.8,6.2,17.5,7932,7833,98.8,39,0.5,40,0.5,16,0.2
TS27 3,E14000733,56.45,9.6743676,0.2,6.9,1.5,2.7,2.5,4.7,5.2,19.8,5389,5304,98.4,35,0.6,43,0.8,4,0.1
TS25 3,E14000733,56.45,9.6743676,0.4,6.4,1.5,3,2.9,7.4,7.4,18.6,5621,5521,98.2,45,0.8,53,0.9,1,0
TS25 4,E14000733,56.45,9.6743676,0.2,6.8,1.6,2.8,2.9,6.7,6.2,17.8,5822,5754,98.8,27,0.5,38,0.7,1,0
TS22 5,E14000733,56.45,9.6743676,0.2,5.6,1.2,2.4,2,4.1,3.6,16.3,8506,8145,95.8,79,0.9,246,2.9,21,0.2
TS23 3,E14000733,56.45,9.6743676,0.3,6,1.3,3,2.9,6.7,6.1,19.1,14796,14560,98.4,104,0.7,92,0.6,19,0.1
CO7  8,E14000734,69.89,9.0272276,0.7,5.9,1.4,2.5,2.1,4.3,3.4,16.2,5791,5671,97.9,45,0.8,58,1,11,0.2
CO7  7,E14000734,69.89,9.0272276,0.9,6.5,1.2,2.6,2.2,4,3.6,17.3,5487,5376,98,45,0.8,49,0.9,12,0.2
CO4  9,E14000734,69.89,9.0272276,3.2,6.9,1.2,3,2.3,5.9,8.7,26.2,8777,7839,89.3,161,1.8,460,5.2,187,2.1
CO11 2,E14000734,69.89,9.0272276,0.7,5.3,1.3,2.6,2.3,5.1,4,17.6,7307,7147,97.8,70,1,50,0.7,24,0.3
CO12 5,E14000734,69.89,9.0272276,0.9,6.5,1,2.6,1.7,3.9,3.4,17.1,3977,3914,98.4,21,0.5,29,0.7,8,0.2
CO7  0,E14000734,69.89,9.0272276,0.6,5.9,1.3,2.7,2.3,4.6,3.8,17.7,8076,7911,98,79,1,51,0.6,24,0.3
CO7  5,E14000734,69.89,9.0272276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CO12 3,E14000734,69.89,9.0272276,2.2,5.4,1.2,2.4,2.5,6.4,5.3,17.2,6974,6724,96.4,106,1.5,101,1.4,34,0.5
CO12 4,E14000734,69.89,9.0272276,0.8,6.3,1.4,2.6,2.6,5.2,5.5,17.7,11264,11033,97.9,109,1,81,0.7,35,0.3
CO12 9,E14000734,69.89,9.0272276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CO11 1,E14000734,69.89,9.0272276,0.8,6.4,1,2.2,1.7,4.5,4.7,19.3,5643,5531,98,56,1,38,0.7,9,0.2
CO16 9,E14000734,69.89,9.0272276,0.4,5.4,0.9,2.3,2,4.2,2.5,14.9,5322,5212,97.9,42,0.8,47,0.9,15,0.3
CO16 0,E14000734,69.89,9.0272276,0.8,5.3,1.6,2.6,2.2,4.3,3.5,16,3036,2969,97.8,29,1,22,0.7,10,0.3
CO11 9,E14000734,69.89,9.0272276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CO7  9,E14000734,69.89,9.0272276,2.9,5.3,0.9,1.9,2.3,7.5,5,19.5,7637,7130,93.4,122,1.6,199,2.6,51,0.7
CO2  8,E14000734,69.89,9.0272276,3.9,5,1.2,2.4,4.6,12.2,8.8,20.4,12673,11233,88.6,292,2.3,599,4.7,288,2.3
CO2  9,E14000734,69.89,9.0272276,1.4,6.6,1.3,2.6,2.7,8.8,9,24.2,8705,7836,90,201,2.3,296,3.4,325,3.7
CO2  0,E14000734,69.89,9.0272276,0.6,5.6,1.2,2.6,2.5,5.5,4.4,17.1,4480,4344,97,56,1.2,46,1,21,0.5
CO2  7,E14000734,69.89,9.0272276,2.8,4.3,1.1,2.2,2.2,10.5,12.1,27.5,9256,8485,91.7,192,2.1,301,3.3,183,2
CO5  7,E14000734,69.89,9.0272276,0.9,5.3,0.9,2,2.4,4.3,4.6,18.4,4506,4381,97.2,52,1.2,47,1,10,0.2
CO6  3,E14000734,69.89,9.0272276,0.6,6.8,1.1,2.5,1.8,3.5,3.4,18.8,6185,6026,97.4,71,1.1,72,1.2,6,0.1
CO3  3,E14000734,69.89,9.0272276,3.4,5.5,1.2,2.8,2,6,7.7,20.2,8002,7304,91.3,198,2.5,333,4.2,76,0.9
CO4  5,E14000734,69.89,9.0272276,3.4,5.4,1,1.9,1.7,6.5,9.6,25.7,14008,12471,89,338,2.4,825,5.9,239,1.7
CO3  9,E14000734,69.89,9.0272276,1.3,6.9,1.5,3.2,2.9,5.5,5,19.5,4944,4706,95.2,65,1.3,135,2.7,28,0.6
CO3  4,E14000734,69.89,9.0272276,1.4,6.6,1.7,3.1,2.7,3.9,3.1,15.7,6662,6286,94.4,92,1.4,226,3.4,27,0.4
CO3  8,E14000734,69.89,9.0272276,1.3,8,1.3,3.1,2.4,4,4.7,25.8,828,767,92.6,12,1.4,36,4.3,9,1.1
CO3  0,E14000734,69.89,9.0272276,1.3,5.6,1.3,2.6,2.2,5.8,5.3,19,7681,7324,95.4,117,1.5,169,2.2,39,0.5
CO5  8,E14000734,69.89,9.0272276,1,5.3,1.1,1.7,2,3.8,2.9,14.6,7449,7354,98.7,39,0.5,39,0.5,12,0.2
CO1  2,E14000734,69.89,9.0272276,6.1,4.1,0.9,2,2.6,10.2,11.4,25,10318,9082,88,287,2.8,512,5,183,1.8
CO7  6,E14000734,69.89,9.0272276,0.9,6.6,1.3,2.8,1.8,3.5,2.5,15.7,5962,5821,97.6,59,1,52,0.9,24,0.4
CO6  1,E14000734,69.89,9.0272276,0.9,6.2,1.2,2.3,2,4.3,3.7,19.5,9693,9486,97.9,99,1,72,0.7,30,0.3
CO6  4,E14000734,69.89,9.0272276,1.2,5.7,0.8,1.9,1.5,3.6,3.5,19.6,5879,5745,97.7,59,1,61,1,12,0.2
CO8  5,E14000734,69.89,9.0272276,1.1,6.5,1.3,2.6,1.4,3.1,3,17.5,2303,2257,98,32,1.4,9,0.4,1,0
CO6  2,E14000734,69.89,9.0272276,0.6,6.1,1.4,2.5,2.2,3.9,4.2,18.9,6285,6173,98.2,43,0.7,51,0.8,13,0.2
CO4  3,E14000734,69.89,9.0272276,7.1,4.6,1.1,2.3,10,18.6,6.3,15,17987,15296,85,432,2.4,1317,7.3,675,3.8
NA,E14000735,67.81,9.1314111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PO9  3,E14000736,63.52,8.913725,0.6,5.9,1.3,2.7,2.4,5.8,5.3,17.3,10081,9798,97.2,102,1,125,1.2,32,0.3
PO9  4,E14000736,63.52,8.913725,1,8.4,1.8,3.3,3,6.9,6.9,19,10577,10306,97.4,142,1.3,77,0.7,38,0.4
PO9  5,E14000736,63.52,8.913725,0.7,6.7,1.6,2.8,3,7.7,8,19.2,9451,9180,97.1,124,1.3,74,0.8,57,0.6
PO9  2,E14000736,63.52,8.913725,0.6,6.5,1.3,2.6,2.7,5.6,5.4,18.3,10430,10169,97.5,129,1.2,75,0.7,31,0.3
PO9  1,E14000736,63.52,8.913725,1.5,4.8,1,2.1,2.3,5.8,6.6,17,5287,5061,95.7,64,1.2,127,2.4,19,0.4
PO10 7,E14000736,63.52,8.913725,1,4.8,1.1,2.2,1.6,3.2,3.8,15.9,9492,9244,97.4,111,1.2,113,1.2,12,0.1
PO10 8,E14000736,63.52,8.913725,1.5,5.4,1.1,2,2.3,5.4,5.6,18.5,8868,8554,96.5,91,1,76,0.9,124,1.4
PO10 9,E14000736,63.52,8.913725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PO11 0,E14000736,63.52,8.913725,1.4,4.9,1.2,2.2,1.7,4.4,3.9,14.2,7863,7642,97.2,110,1.4,88,1.1,12,0.2
PO11 9,E14000736,63.52,8.913725,1.1,4.3,0.9,2,2,4.7,4,14.4,9516,9297,97.7,112,1.2,71,0.7,29,0.3
PO11 1,E14000736,63.52,8.913725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PO7  5,E14000736,63.52,8.913725,0.9,6.7,1.5,3,2.4,5.5,4.1,18.7,11576,11211,96.8,146,1.3,154,1.3,48,0.4
PO7  8,E14000736,63.52,8.913725,0.8,5.5,1,2.4,2.6,6.9,7.4,20.1,8496,8151,95.9,132,1.6,164,1.9,29,0.3
PO6  1,E14000736,63.52,8.913725,1,6.5,1.5,2.7,2.1,4.7,4,19.8,8542,8187,95.8,132,1.5,186,2.2,16,0.2
PO9  9,E14000736,63.52,8.913725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PO9  6,E14000736,63.52,8.913725,0.9,4.7,1.2,2.7,2,4,2.3,14.1,2863,2802,97.9,23,0.8,16,0.6,0,0
PO7  7,E14000736,63.52,8.913725,1.1,5.8,1.5,2.6,2.5,5.5,4.7,17.2,9057,8636,95.4,185,2,190,2.1,32,0.4
UB4  0,E14000737,60.17,13.0747887,8.2,6.7,1.5,3.2,3.3,7.9,8.9,22.9,14378,3319,23.1,470,3.3,8165,56.8,1591,11.1
UB4  9,E14000737,60.17,13.0747887,7.5,7.3,1.5,2.6,2.7,6.3,8.5,25.5,12227,5667,46.3,666,5.4,3335,27.3,2053,16.8
UB4  8,E14000737,60.17,13.0747887,5.7,6.9,1.6,3.6,3.4,7.3,6.9,20.9,13011,7248,55.7,509,3.9,3553,27.3,1229,9.4
UB3  2,E14000737,60.17,13.0747887,8,7.2,1.5,3.5,3.3,7.6,8.1,22,14063,5866,41.7,588,4.2,5090,36.2,1988,14.1
UB3  1,E14000737,60.17,13.0747887,8.8,7.8,1.6,3,3.4,8,8.1,23.3,9967,3821,38.3,379,3.8,3989,40,1365,13.7
UB11 1,E14000737,60.17,13.0747887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UB3  4,E14000737,60.17,13.0747887,8.3,7.5,1.4,2.8,2.7,7.6,9.1,24.1,10406,2884,27.7,402,3.9,5299,50.9,1344,12.9
UB8  3,E14000737,60.17,13.0747887,5.5,4.9,1,2.2,8.8,17.3,8.4,18.9,19250,11580,60.2,732,3.8,4569,23.7,1704,8.9
UB7  8,E14000737,60.17,13.0747887,7.1,7,1.4,2.7,2.7,7.9,8.9,24.6,7132,4986,69.9,252,3.5,1164,16.3,496,7
UB10 0,E14000737,60.17,13.0747887,4.7,6.6,1,2.6,2.7,8.5,7.8,22,10714,7000,65.3,479,4.5,2243,20.9,703,6.6
TW6  1,E14000737,60.17,13.0747887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UB7  0,E14000737,60.17,13.0747887,11.1,4.5,1,1.7,1.9,8.2,10.9,26.8,3777,2177,57.6,175,4.6,996,26.4,279,7.4
TW6  2,E14000737,60.17,13.0747887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UB3  5,E14000737,60.17,13.0747887,15.5,4,0.9,1.6,1.8,7.5,11.3,29.2,6050,2488,41.1,275,4.5,2548,42.1,461,7.6
UB7  9,E14000737,60.17,13.0747887,6.8,7.8,1.3,3.1,2.6,7.7,8.8,23.3,9710,5963,61.4,463,4.8,2035,21,942,9.7
TW6  3,E14000737,60.17,13.0747887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TW19 6,E14000737,60.17,13.0747887,3.7,5,1.1,2.4,2,5.8,9.6,23.7,1371,1075,78.4,54,3.9,187,13.6,30,2.2
TW14 8,E14000737,60.17,13.0747887,10.3,6.4,1.3,2.4,2.5,7.2,9.2,23.3,9711,6562,67.6,368,3.8,1875,19.3,715,7.4
TW5  9,E14000737,60.17,13.0747887,9,6.4,1.3,2.7,2.5,8.1,9.8,23.1,15508,3473,22.4,403,2.6,9921,64,1041,6.7
UB1  9,E14000737,60.17,13.0747887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UB3  9,E14000737,60.17,13.0747887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UB3  3,E14000737,60.17,13.0747887,9,6.6,1.3,3.1,2.9,7.9,9.8,24.5,7647,2416,31.6,246,3.2,3509,45.9,1159,15.2
UB2  5,E14000737,60.17,13.0747887,5.8,6.7,1.6,2.8,2.8,9.7,9.9,22.7,19240,2167,11.3,472,2.5,13306,69.2,2080,10.8
UB2  4,E14000737,60.17,13.0747887,5.5,6.6,1.5,3.1,3,8.6,9,21.5,12999,2403,18.5,503,3.9,7282,56,2033,15.6
UB1  1,E14000737,60.17,13.0747887,6.3,6,1.2,2.5,2.4,9.4,10.2,23.6,10330,581,5.6,176,1.7,8530,82.6,647,6.3
UB1  2,E14000737,60.17,13.0747887,6.6,6.1,1.2,2.7,2.6,8.4,9.8,22.2,20011,2663,13.3,479,2.4,14049,70.2,1629,8.1
UB7  7,E14000737,60.17,13.0747887,7.4,5.5,1.1,2.5,1.9,7.3,8.8,25.1,9033,6170,68.3,383,4.2,1605,17.8,642,7.1
UB5  6,E14000737,60.17,13.0747887,9.8,7.1,1.5,2.8,2.6,6.7,8.8,24.2,16904,7198,42.6,1004,5.9,4394,26,3333,19.7
SK6  1,E14000738,68.49,9.4197128,0.6,5.3,1.2,2.7,2.4,5.1,5.5,19.3,9330,9100,97.5,110,1.2,73,0.8,34,0.4
SK14 5,E14000738,68.49,9.4197128,0.8,5.6,1.1,2.2,2.1,5.2,5.6,20.4,9854,9432,95.7,112,1.1,273,2.8,34,0.3
SK6  2,E14000738,68.49,9.4197128,0.8,6.2,1,2,2.2,5.8,6.5,21.5,7055,6833,96.9,118,1.7,83,1.2,18,0.3
SK6  0,E14000738,68.49,9.4197128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK6  3,E14000738,68.49,9.4197128,0.6,5.5,1.1,2.2,2.1,4.8,4.7,17.6,4718,4587,97.2,64,1.4,53,1.1,11,0.2
SK6  4,E14000738,68.49,9.4197128,0.9,6.2,1.3,2.5,2.2,4,3.8,17.9,6629,6440,97.1,94,1.4,73,1.1,16,0.2
SK7  4,E14000738,68.49,9.4197128,1.4,5.2,1,2.2,1.8,5.9,7.6,20.8,7388,6976,94.4,107,1.4,229,3.1,37,0.5
SK7  6,E14000738,68.49,9.4197128,0.4,6.4,1.4,2.8,2.1,4.2,3,17.7,6645,6403,96.4,73,1.1,125,1.9,24,0.4
SK7  5,E14000738,68.49,9.4197128,0.9,5.9,1.1,2.7,2,5.3,4.7,17.2,5876,5570,94.8,70,1.2,179,3,25,0.4
SK6  6,E14000738,68.49,9.4197128,1,6.2,1.6,2.4,2.2,4.1,3.6,15.5,6588,6357,96.5,87,1.3,111,1.7,21,0.3
SK6  5,E14000738,68.49,9.4197128,0.9,5.1,1.2,2.6,2,3.9,3.1,16.8,5792,5690,98.2,51,0.9,35,0.6,11,0.2
SK6  7,E14000738,68.49,9.4197128,1,5.8,1.4,2.3,2.1,4.7,4,16.7,6873,6735,98,55,0.8,49,0.7,24,0.3
SK22 3,E14000738,68.49,9.4197128,1.2,5.4,1.2,2.8,2.3,4.5,4.5,22.2,3077,3012,97.9,32,1,29,0.9,2,0.1
SK14 3,E14000738,68.49,9.4197128,0.8,6.8,1.5,2.8,3.1,6.3,6.2,18.2,6487,6256,96.4,79,1.2,95,1.5,40,0.6
SK12 2,E14000738,68.49,9.4197128,1,5.1,1.2,2.8,2.1,4.3,3.8,17.1,4812,4710,97.9,45,0.9,38,0.8,6,0.1
SK6  9,E14000738,68.49,9.4197128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK6  8,E14000738,68.49,9.4197128,0.4,4.7,0.8,1.6,1.4,3,2.5,15.2,3828,3748,97.9,29,0.8,36,0.9,11,0.3
SK2  5,E14000738,68.49,9.4197128,0.7,6.5,1.5,2.8,2.3,6,5,18.5,14129,13612,96.3,151,1.1,239,1.7,63,0.4
SK2  6,E14000738,68.49,9.4197128,1.7,4.9,1,2.3,2.2,6.3,7.3,22.5,7566,7094,93.8,140,1.9,257,3.4,43,0.6
SK2  7,E14000738,68.49,9.4197128,1.2,6.2,1.2,2.7,2.2,5.5,5.7,22.1,7214,6773,93.9,123,1.7,246,3.4,37,0.5
HP2  4,E14000739,66.51,11.961727,2.6,5.7,1.4,2.5,2.2,6.7,7.1,21.1,11035,9598,87,277,2.5,821,7.4,288,2.6
HP1  9,E14000739,66.51,11.961727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HP2  7,E14000739,66.51,11.961727,3.3,5.1,1.1,2.5,2.1,6.9,9,25,7016,5815,82.9,197,2.8,574,8.2,399,5.7
HP2  5,E14000739,66.51,11.961727,3.2,5.3,1.1,2.4,2.3,6.5,8.2,20.8,12549,10841,86.4,315,2.5,838,6.7,499,4
HP1  2,E14000739,66.51,11.961727,1.9,6.4,1.4,3.1,2.4,5.9,6.4,20.2,8622,7997,92.8,141,1.6,309,3.6,152,1.8
HP3  0,E14000739,66.51,11.961727,1.9,6,1.1,2.2,1.8,6,5.2,21.7,8126,7343,90.4,211,2.6,294,3.6,241,3
HP3  9,E14000739,66.51,11.961727,2.7,6.1,1.3,2.7,2.4,6.4,8,24.5,14119,12076,85.5,370,2.6,1211,8.6,388,2.7
HP1  1,E14000739,66.51,11.961727,2.1,6.2,1.3,2.1,1.7,5.8,6,21.7,7722,7121,92.2,141,1.8,319,4.1,123,1.6
HP4  1,E14000739,66.51,11.961727,2.3,6.2,1.1,2.2,1.4,3.8,5,20.8,6982,6623,94.9,138,2,180,2.6,25,0.4
HP1  3,E14000739,66.51,11.961727,1.9,6.9,1.4,2.8,2.4,5.6,5.5,20.8,8069,7464,92.5,196,2.4,282,3.5,112,1.4
HP4  2,E14000739,66.51,11.961727,1.9,5,1,2.6,1.6,3.4,4.5,23.5,7520,7253,96.4,102,1.4,123,1.6,23,0.3
HP3  8,E14000739,66.51,11.961727,1.6,6.7,1.3,3,2.3,5.9,5.8,19.1,9849,8563,86.9,208,2.1,854,8.7,205,2.1
HP2  6,E14000739,66.51,11.961727,3.9,6.2,1.1,2.5,2.6,6.3,7.5,21.2,7832,6851,87.5,162,2.1,408,5.2,377,4.8
WD4  8,E14000739,66.51,11.961727,1.9,5.8,1.2,2.4,1.8,5,6.2,22.2,7851,7258,92.4,215,2.7,249,3.2,106,1.4
WD4  9,E14000739,66.51,11.961727,1.9,6.7,2,2.7,2,3.7,2.4,16.4,3401,3282,96.5,60,1.8,46,1.4,5,0.1
WD4  4,E14000739,66.51,11.961727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL3  8,E14000739,66.51,11.961727,1.3,5.9,1.2,2.1,1.6,4.8,5.2,22.8,4441,4266,96.1,88,2,48,1.1,34,0.8
LU1  4,E14000739,66.51,11.961727,1.3,5.3,1.1,2.2,1.8,4.2,4.1,19.2,5534,5320,96.1,68,1.2,82,1.5,58,1
LU6  3,E14000739,66.51,11.961727,2.3,6.3,1.4,3.2,2.6,6.3,4.9,18.6,12051,11231,93.2,219,1.8,356,3,216,1.8
AL3  7,E14000739,66.51,11.961727,1.8,6.1,1.1,2.1,1.8,3.4,3.7,20.8,5344,5080,95.1,81,1.5,129,2.4,35,0.7
WF8  3,E14000740,58.31,9.9519589,0.7,5.2,1.1,2.1,1.9,3.6,3,15.6,5944,5836,98.2,33,0.6,43,0.7,28,0.5
WF9  1,E14000740,58.31,9.9519589,1.5,6.5,1.4,2.5,2.2,5.6,5.2,20.5,6813,6733,98.8,33,0.5,28,0.4,14,0.2
WF7  7,E14000740,58.31,9.9519589,0.8,6,1.5,2.6,2.2,4.9,6.2,20,6902,6721,97.4,58,0.8,91,1.3,23,0.3
WF4  1,E14000740,58.31,9.9519589,0.6,6.1,1.2,2.9,2.7,5.4,5,19.4,8746,8605,98.4,60,0.7,53,0.6,23,0.3
WF9  2,E14000740,58.31,9.9519589,3.2,6.3,1.2,2.8,2.4,5.9,6.8,19.3,10366,10196,98.4,74,0.7,50,0.5,35,0.3
WF4  2,E14000740,58.31,9.9519589,0.8,5.7,1.1,2.3,2.2,5.6,6.1,18.7,6497,6361,97.9,69,1.1,46,0.7,18,0.3
WF7  6,E14000740,58.31,9.9519589,0.7,6.2,1.5,2.4,2.1,5.9,6.4,19.6,6403,6287,98.2,37,0.6,56,0.9,16,0.2
WF9  4,E14000740,58.31,9.9519589,0.7,5.6,1.1,3,2.5,6.7,6.9,18,8985,8835,98.3,68,0.8,56,0.6,25,0.3
WF2  6,E14000740,58.31,9.9519589,0.7,5.3,1.1,2.7,1.8,4.1,3.3,15.5,8118,7710,95,72,0.9,274,3.4,32,0.4
S71  4,E14000740,58.31,9.9519589,0.5,5.9,1.4,2.6,2.8,6.1,5.5,19.2,10069,9947,98.8,48,0.5,39,0.4,19,0.2
WF1  5,E14000740,58.31,9.9519589,10.7,4.7,0.9,2.2,2.2,8.5,11.2,23,6617,5164,78,124,1.9,1028,15.5,221,3.3
WF7  5,E14000740,58.31,9.9519589,0.8,5.6,1.5,3.1,2.3,6.8,5.7,18.4,6880,6759,98.2,27,0.4,68,1,13,0.2
WF9  5,E14000740,58.31,9.9519589,0.9,6.2,1.3,3,2.8,6.4,5.7,18.2,4548,4445,97.7,34,0.7,37,0.8,27,0.6
S72  9,E14000740,58.31,9.9519589,0.4,6.4,1.4,2.8,2.5,5.4,5.1,20.4,4412,4344,98.5,40,0.9,15,0.3,11,0.2
WF9  3,E14000740,58.31,9.9519589,1.5,6.3,1.5,3.1,2.4,6.1,6.3,19.2,8533,8439,98.9,45,0.5,24,0.3,19,0.2
WF2  7,E14000740,58.31,9.9519589,2.7,6.1,1.2,2.3,2.6,5.7,6.3,18.9,8093,7626,94.2,108,1.3,177,2.2,147,1.8
WF4  3,E14000740,58.31,9.9519589,0.8,5.4,1.1,2.5,2.3,5.3,5.1,19.2,9232,9013,97.6,56,0.6,100,1.1,56,0.6
HA8  0,E14000741,65.92,12.4884799,12.7,7.3,1.6,3,2.6,6.7,8.3,23.6,11717,5681,48.5,631,5.4,3011,25.7,1882,16.1
HA8  9,E14000741,65.92,12.4884799,10.3,6.7,1.4,2.8,2.1,6.8,8,21.5,11624,6495,55.9,571,4.9,2681,23.1,1424,12.3
NW9  5,E14000741,65.92,12.4884799,13.9,6.8,1.5,2.6,3.4,9.2,10.3,25.5,16169,6546,40.5,1051,6.5,3861,23.9,3730,23.1
